"","segment_id","annotated_genes","seqnames","start","end","width","strand","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","gene_symbol","avg_depth","dist_to_TSS","baseMean","log2FoldChange","lfcSE","pvalue","padj","type","description","gene_members","gene_dist.to.feature","gene_feature.name","cgi_members","reg_members"
"152","chr2:210502254-210502735","LANCL1","chr2",210502254,210502735,482,"*",8.52365677482642e-05,8.52365677482642e-05,2.78909623573815e-08,0.899265205135817,0.775,1,-0.225,"U",-5.9883948492269e-05,"",4.2875,-24602,4153.85115814347,-0.171562290671195,0.0679285472832946,0.00879950012641165,0.0306743968883827,"protein_coding","LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508]","intron",-16983,"NM_001369256.1","",""
"153","chr3:154576499-154578314","MME","chr3",154576499,154578314,1816,"*",8.52365677481432e-05,8.52365677481432e-05,2.78909623573007e-08,0.899265205133771,0.895,0.67,0.225,"M",5.98839484922193e-05,"",3.1625,-445810,NA,NA,NA,NA,NA,NA,NA,"",-146310,"NM_001038705.3","",""
"154","chr10:113207185-113209133","TCF7L2","chr10",113207185,113209133,1949,"*",-8.49833663329712e-05,8.49833663329712e-05,2.60498849453463e-08,0.89498253575919,1,0.77,0.23,"M",6.87368555706737e-05,"",4.905,256938,NA,NA,NA,NA,NA,NA,NA,"",77916,"NM_001349870.2","",""
"155","chr14:38908162-38909210","SEC23A","chr14",38908162,38909210,1049,"*",-8.49833663329712e-05,8.49833663329712e-05,2.60498849453463e-08,0.89498253575919,1,0.77,0.23,"M",6.87368555706737e-05,"",1.4325,200436,1451.71427884476,0.16273248310428,0.0648317655829001,0.00946223521577152,0.0325311246412134,"protein_coding","SEC23 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10701]","intron",7673,"NR_039982.1","",""
"156","chr11:89134601-89134957","GRM5","chr11",89134601,89134957,357,"*",-1.24938433993894e-05,8.48047472276402e-05,7.22980477267175e-09,0.891961357652439,0.8,0.175,0.625,"M",5.9936647206345e-05,"",2.47,-68619,NA,NA,NA,NA,NA,NA,NA,"",-42918,"NM_000372.5","",""
"157","chr2:53070547-53071793","CHAC2","chr2",53070547,53071793,1247,"*",8.46509711632347e-05,8.46509711632347e-05,3.02609770451005e-08,0.889360376764849,0.24,0.5,-0.26,"U",-5.98839484922501e-05,"",2.505,-696011,NA,NA,NA,NA,NA,NA,NA,"intron",-136047,"NR_187749.1","",""
"158","chr2:155721552-155721999","NR4A2","chr2",155721552,155721999,448,"*",8.45298033052391e-05,8.45298033052391e-05,2.73061150297412e-08,0.887310933738361,0.41,0,0.41,"M",5.98839484922663e-05,"",2.7375,620349,NA,NA,NA,NA,NA,NA,NA,"",-16644,"XR_001739221.2","",""
"159","chr6:27484254-27484356","H2AC13","chr6",27484254,27484356,103,"*",8.45298033052391e-05,8.45298033052391e-05,2.73061150297412e-08,0.887310933738361,0.205,0,0.205,"M",5.98839484922663e-05,"",4.32,-323817,101.325868088111,-2.5443806247179,0.200917525355364,5.5136549217795e-38,7.54128812037743e-36,"protein_coding","H2A clustered histone 13 [Source:HGNC Symbol;Acc:HGNC:4725]","",11132,"XR_926664.4","",""
"160","chr2:53126461-53127731","CHAC2","chr2",53126461,53127731,1271,"*",-8.44234553027963e-05,8.44234553027963e-05,2.65253277880861e-08,0.885512154956654,0.67,0.21,0.46,"M",6.87368555706684e-05,"",4.2075,-640073,NA,NA,NA,NA,NA,NA,NA,"intron",81237,"NR_187748.1","","enhD"
"161","chr1:187262100-187262896","PLA2G4A","chr1",187262100,187262896,797,"*",8.41265896500633e-05,8.41265896500633e-05,2.69742707158727e-08,0.88049094510891,0.74,1,-0.26,"U",-5.98839484922986e-05,"",4.1,433151,NA,NA,NA,NA,NA,NA,NA,"intron",8211,"XR_007067041.1","",""
"162","chr12:117838312-117838909","NOS1","chr12",117838312,117838909,598,"*",-8.40223612359604e-05,8.40223612359604e-05,2.61738804417616e-08,0.87872801721715,1,0.725,0.275,"M",6.8736855570595e-05,"",3.805,-386142,13.5158748604948,2.31057712362003,0.667422284316779,5.43433788219671e-06,4.34296117475493e-05,"protein_coding","nitric oxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:7872]","intron",5542,"XR_945400.3","",""
"163","chrX:30850653-30851194","TAB3","chrX",30850653,30851194,542,"*",-8.37526283978334e-05,8.37526283978334e-05,2.49897907095188e-08,0.874165734007239,0.59,0.38,0.21,"M",6.87368555706754e-05,"",21.3975,123890,1267.38314969611,-0.402776858506915,0.0840552937570279,3.69325264802286e-07,3.69538419052846e-06,"protein_coding","TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]","intron",8382,"XM_047441987.1","",""
"164","chr17:56740957-56741298","NOG","chr17",56740957,56741298,342,"*",-8.37526283978333e-05,8.37526283978333e-05,2.49897907095188e-08,0.874165734007238,0.65,0.86,-0.21,"U",-6.87368555706754e-05,"",6.975,147258,NA,NA,NA,NA,NA,NA,NA,"",92623,"NM_001085430.4","",""
"165","chr21:29725220-29725584","BACH1","chr21",29725220,29725584,365,"*",-8.37526283977784e-05,8.37526283977784e-05,2.49897907094841e-08,0.874165734006308,0,0.175,-0.175,"U",-6.87368555706515e-05,"",2.66,531073,NA,NA,NA,NA,NA,NA,NA,"intron",-22591,"NR_027021.1","","K4m3"
"166","chr22:46120258-46120324","PPARA","chr22",46120258,46120324,67,"*",8.32964932657999e-05,8.32964932657999e-05,2.62952554712443e-08,0.866450627204606,0.135,0.43,-0.295,"U",-5.98839484923063e-05,"",3.7625,-30197,1422.06727231768,-0.790981319784611,0.125831046244677,1.12693901753539e-11,2.21010928740632e-10,"protein_coding","peroxisome proliferator activated receptor alpha [Source:HGNC Symbol;Acc:HGNC:9232]","",6574,"NR_029479.1","","enhD"
"167","chr5:112662736-112664510","APC","chr5",112662736,112664510,1775,"*",-8.31134203891305e-05,8.31134203891305e-05,2.53821728560908e-08,0.863354117646411,1,0.8,0.2,"M",6.87368555706131e-05,"",3.75,-43008,NA,NA,NA,NA,NA,NA,NA,"intron",18379,"NR_104673.1","",""
"168","chr14:38831424-38833410","SEC23A","chr14",38831424,38833410,1987,"*",-8.27735314395905e-05,8.27735314395905e-05,2.50878064158834e-08,0.857605208249659,0.14,0.43,-0.29,"U",-6.87368555706799e-05,"",1.8325,276236,1451.71427884476,0.16273248310428,0.0648317655829001,0.00946223521577152,0.0325311246412134,"protein_coding","SEC23 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10701]","intron",-45320,"NR_135256.1","",""
"169","chr2:161609853-161611567","DPP4","chr2",161609853,161611567,1715,"*",8.26523215828505e-05,8.26523215828505e-05,2.57721798317084e-08,0.855555054852986,0.275,0,0.275,"M",5.98839484922752e-05,"",3.5775,462827,NA,NA,NA,NA,NA,NA,NA,"",-12849,"NM_001354453.2","",""
"170","chr20:6672831-6673149","BMP2","chr20",6672831,6673149,319,"*",-8.20276738284085e-05,8.20276738284085e-05,2.44450566990953e-08,0.844989711819528,0,0.18,-0.18,"U",-6.87368555706515e-05,"",5.06,-94537,146.411569449968,1.5555396864777,0.154208256199938,1.16569575661154e-25,8.2374777583378e-24,"protein_coding","bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]","",62988,"NR_146909.1","","enhD"
"171","chrX:13319157-13319629","ATXN3L","chrX",13319157,13319629,473,"*",-8.20276738283559e-05,8.20276738283559e-05,2.44450566990624e-08,0.844989711818637,0.56,0.38,0.18,"M",6.87368555706295e-05,"",20.1825,424,NA,NA,NA,NA,NA,NA,NA,"prom,exon,intron",425,"NM_001135995.2","",""
"172","chr3:154550360-154551793","MME","chr3",154550360,154551793,1434,"*",-8.19867943874064e-05,8.19867943874064e-05,2.34901241473606e-08,0.844298273622348,1,0.535,0.465,"M",6.87368555706442e-05,"",3.4625,-472331,NA,NA,NA,NA,NA,NA,NA,"",-120171,"NM_001038705.3","","enhD"
"173","chr10:104184565-104184638","GSTO1","chr10",104184565,104184638,74,"*",-8.17571113031101e-05,8.17571113031101e-05,2.42129876819254e-08,0.840413395213171,1,0.605,0.395,"M",6.87368555706131e-05,"",4.345,-50718,1163.94562028155,0.579854198742305,0.127453467184144,3.7310776139766e-07,3.73036037491201e-06,"protein_coding","glutathione S-transferase omega 1 [Source:HGNC Symbol;Acc:HGNC:13312]","intron",34246,"NR_030340.1","",""
"174","chr10:63343141-63343259","NRBF2","chr10",63343141,63343259,119,"*",8.17176906205985e-05,8.17176906205985e-05,2.50192390335361e-08,0.839746630576004,0.8,1,-0.2,"U",-5.98839484922327e-05,"",3.15,209894,NA,NA,NA,NA,NA,NA,NA,"intron",29790,"NR_031566.1","",""
"175","chr2:88979720-88979727","EIF2AK3","chr2",88979720,88979727,8,"*",8.17176906205985e-05,8.17176906205985e-05,2.50192390335361e-08,0.839746630576004,0.8,1,-0.2,"U",-5.98839484922327e-05,"",3.465,-288244,1069.73199387142,0.277190026786182,0.0989251612076629,0.0024308809596627,0.0101176471440507,"protein_coding","eukaryotic translation initiation factor 2 alpha kinase 3 [Source:HGNC Symbol;Acc:HGNC:3255]","",-124117,"XR_007087134.1","",""
"176","chr14:30444519-30445626","PRKD1","chr14",30444519,30445626,1108,"*",8.15703768833533e-05,8.15703768833533e-05,2.49012101806115e-08,0.837254954016745,0.155,0.5,-0.345,"U",-5.98839484922327e-05,"",3.1125,-252621,NA,NA,NA,NA,NA,NA,NA,"intron",28871,"XR_943707.2","","enhD"
"177","chr6:91052805-91052852","MAP3K7","chr6",91052805,91052852,48,"*",8.13679379204428e-05,8.13679379204428e-05,2.4739302283175e-08,0.833830884897346,0.49,0.2,0.29,"M",5.988394849228e-05,"",3.085,-465719,NA,NA,NA,NA,NA,NA,NA,"",-304932,"XR_001744260.1","",""
"178","chr20:56600593-56600747","TFAP2C","chr20",56600593,56600747,155,"*",-8.0584835885696e-05,8.0584835885696e-05,2.23174003802636e-08,0.82058543325126,0,0.17,-0.17,"U",-6.87368555706515e-05,"",5.63,-28559,NA,NA,NA,NA,NA,NA,NA,"",23032,"NR_136537.1","",""
"179","chr16:9655919-9657853","GRIN2A","chr16",9655919,9657853,1935,"*",8.04347244140659e-05,8.04347244140659e-05,2.66732222353599e-08,0.818046435584573,0.25,0,0.25,"M",5.98839484922892e-05,"",2.2075,525075,NA,NA,NA,NA,NA,NA,NA,"",113945,"NR_188388.1","",""
"180","chrX:154064683-154065719","IRAK1","chrX",154064683,154065719,1037,"*",8.00163079918365e-05,8.00163079918365e-05,2.63248116268855e-08,0.810969306114005,0.575,0.16,0.415,"M",5.98839484922974e-05,"",3.2325,-44781,5488.13925071142,0.782985403013245,0.108033894212407,1.53876883608744e-14,4.2299876937055e-13,"protein_coding","interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]","intron",-6156,"XM_047442117.1","",""
"181","chr10:35772009-35773824","FZD8","chr10",35772009,35773824,1816,"*",-7.98006374794663e-05,7.98006374794663e-05,2.16683463994757e-08,0.807321437488545,0.62,0.89,-0.27,"U",-6.87368555706737e-05,"",2.3975,-129713,NA,NA,NA,NA,NA,NA,NA,"",-4478,"NR_110138.1","","CTCF"
"182","chr3:180191674-180193466","PEX5L","chr3",180191674,180193466,1793,"*",7.95347880214905e-05,7.95347880214905e-05,2.32883447697602e-08,0.802824838087043,0.79,0.38,0.41,"M",5.98839484922776e-05,"",4.5125,-154621,NA,NA,NA,NA,NA,NA,NA,"",81070,"XR_007096184.1","",""
"183","chr13:18761789-18763552","TUBA3C","chr13",18761789,18763552,1764,"*",-7.90717655185723e-05,7.90717655185723e-05,2.1941156064235e-08,0.794993237731879,0,0.21,-0.21,"U",-6.87368555706515e-05,"",3.79,418272,NA,NA,NA,NA,NA,NA,NA,"",-21691,"NR_047508.1","",""
"184","chr20:6691412-6692403","BMP2","chr20",6691412,6692403,992,"*",-7.8951991734414e-05,7.8951991734414e-05,2.09715477063235e-08,0.792967374183905,0.14,0.525,-0.385,"U",-6.87368555706572e-05,"",3.8,-75283,146.411569449968,1.5555396864777,0.154208256199938,1.16569575661154e-25,8.2374777583378e-24,"protein_coding","bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]","",43734,"NR_146909.1","","enhD"
"185","chr6:52140369-52142209","IL17A","chr6",52140369,52142209,1841,"*",7.89314115873544e-05,7.89314115873544e-05,2.28167469872244e-08,0.792619279899058,0.705,0.9,-0.195,"U",-5.98839484923535e-05,"",3.7275,-44166,NA,NA,NA,NA,NA,NA,NA,"",-2140,"NR_029713.1","","enhD"
"186","chrX:120489368-120489487","LAMP2","chrX",120489368,120489487,120,"*",7.87182320528557e-05,7.87182320528557e-05,2.26508350120141e-08,0.789013543876355,0.17,0.4,-0.23,"U",-5.98839484922663e-05,"",5.535,-20003,1845.8952815098,-0.220383419447363,0.0685813341986224,0.000841924161300802,0.00400113995150354,"protein_coding","lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]","",-20020,"NM_013995.2","",""
"187","chr1:17363698-17363772","SDHB","chr1",17363698,17363772,75,"*",-7.82112849415199e-05,7.82112849415199e-05,2.12252664815996e-08,0.780438999114136,0.58,0.875,-0.295,"U",-6.87368555706535e-05,"",4.48,-309666,NA,NA,NA,NA,NA,NA,NA,"exon",-8424,"NM_207421.4","",""
"188","chr20:56567289-56567392","TFAP2C","chr20",56567289,56567392,104,"*",7.80523003468638e-05,7.80523003468638e-05,2.47077943413255e-08,0.777749920721342,0.855,0.57,0.285,"M",5.98839484922351e-05,"",2.68,-61914,NA,NA,NA,NA,NA,NA,NA,"",-10171,"NR_136537.1","",""
"189","chrX:56304989-56306620","UBQLN2","chrX",56304989,56306620,1632,"*",7.75488403822543e-05,7.75488403822543e-05,2.174731482246e-08,0.769234357843087,0.175,0,0.175,"M",5.98839484922752e-05,"",1.6225,-257007,NA,NA,NA,NA,NA,NA,NA,"",71833,"NR_136704.1","",""
"190","chr3:156417431-156418988","SSR3","chr3",156417431,156418988,1558,"*",-7.74500273353347e-05,7.74500273353347e-05,2.05968132686393e-08,0.767563025913271,0.91,0.6,0.31,"M",6.87368555707085e-05,"",2.6175,136161,3457.01449095696,0.362065255975891,0.0775332066897869,8.9461739905984e-07,8.3236227057428e-06,"protein_coding","signal sequence receptor subunit 3 [Source:HGNC Symbol;Acc:HGNC:11325]","intron",27949,"NR_046618.2","","enhD"
"191","chr10:95164786-95165464","CYP2C8","chr10",95164786,95165464,679,"*",-7.66280609065192e-05,7.66280609065192e-05,1.90932323935466e-08,0.753660218738082,0,0.18,-0.18,"U",-6.87368555706462e-05,"",2.98,-95289,NA,NA,NA,NA,NA,NA,NA,"intron",-28774,"XM_047424638.1","",""
"192","chr12:39462859-39464255","ABCD2","chr12",39462859,39464255,1397,"*",-7.66280609064472e-05,7.66280609064472e-05,1.90932323935041e-08,0.753660218736864,1,0.82,0.18,"M",6.87368555706322e-05,"",3.8625,155548,NA,NA,NA,NA,NA,NA,NA,"",15705,"XR_007063278.1","",""
"193","chr15:39230856-39231360","THBS1","chr15",39230856,39231360,505,"*",-7.66280609064472e-05,7.66280609064472e-05,1.90932323935041e-08,0.753660218736864,0.75,0.93,-0.18,"U",-6.87368555706322e-05,"",5.045,-349719,NA,NA,NA,NA,NA,NA,NA,"intron",-19309,"NR_144508.1","",""
"194","chr17:4589486-4589517","ALOX15","chr17",4589486,4589517,32,"*",-7.66280609064472e-05,7.66280609064472e-05,1.90932323935041e-08,0.753660218736864,1,0.82,0.18,"M",6.87368555706322e-05,"",4.395,52777,NA,NA,NA,NA,NA,NA,NA,"intron",4959,"NM_001114974.2","",""
"195","chr4:137914440-137915313","SLC7A11","chr4",137914440,137915313,874,"*",-7.66280609064472e-05,7.66280609064472e-05,1.90932323935041e-08,0.753660218736864,0.75,0.93,-0.18,"U",-6.87368555706322e-05,"",3.165,397345,103.210483732784,2.13949569962491,0.254335508769367,2.69170851624654e-18,1.04318748084935e-16,"protein_coding","solute carrier family 7 member 11 [Source:HGNC Symbol;Acc:HGNC:11059]","",-27709,"XR_001741843.2","",""
"196","chrX:49236225-49236247","CACNA1F","chrX",49236225,49236247,23,"*",-7.66280609064224e-05,7.66280609064224e-05,1.90932323934904e-08,0.753660218736446,0.93,0.75,0.18,"M",6.87368555706202e-05,"CCDC22",22.5,-2854,NA,NA,NA,NA,NA,NA,NA,"prom,intron",757,"XR_430506.4","shores",""
"197","chr13:72905905-72907819","KLF5","chr13",72905905,72907819,1915,"*",-7.63343077310841e-05,7.63343077310841e-05,1.88589166444634e-08,0.748691653585052,1,0.69,0.31,"M",6.873685557072e-05,"",3.4125,-147157,140.248888548843,-0.868975525934286,0.192095338737463,1.58500314365931e-07,1.68718816008434e-06,"protein_coding","Kruppel like factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]","intron",123774,"NR_146205.2","","enhD"
"198","chr21:35114036-35114714","CBR1","chr21",35114036,35114714,679,"*",7.62797261242734e-05,7.62797261242734e-05,2.32743864703766e-08,0.747768455838528,0.22,0,0.22,"M",5.98839484922752e-05,"",1.935,-955227,822.503484277269,0.320538952585723,0.115495571507304,0.00204073286496352,0.00870844406848972,"protein_coding","carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]","",-64735,"XM_011529770.3","",""
"199","chr5:121898152-121899762","FTMT","chr5",121898152,121899762,1611,"*",7.62797261242669e-05,7.62797261242669e-05,2.32743864703726e-08,0.747768455838417,0.78,1,-0.22,"U",-5.98839484922729e-05,"",3.2675,46270,NA,NA,NA,NA,NA,NA,NA,"",-25613,"XR_001742863.2","",""
"200","chr2:53140380-53140959","CHAC2","chr2",53140380,53140959,580,"*",-7.59313102602431e-05,7.59313102602431e-05,1.85385973108862e-08,0.741875321515061,0.83,0.44,0.39,"M",6.87368555706576e-05,"",4.21,-626845,NA,NA,NA,NA,NA,NA,NA,"intron",68009,"NR_187748.1","",""
"201","chr21:33767702-33767871","ATP5PO","chr21",33767702,33767871,170,"*",-7.5931310260237e-05,7.5931310260237e-05,1.85385973108757e-08,0.741875321514958,0.86,0.6,0.26,"M",6.87368555707071e-05,"",4.5675,163736,NA,NA,NA,NA,NA,NA,NA,"exon,intron",62042,"XM_047440943.1","",""
"202","chr12:7291831-7293216","LPCAT3","chr12",7291831,7293216,1386,"*",-7.59313102602305e-05,7.59313102602305e-05,1.85385973108793e-08,0.741875321514848,0,0.195,-0.195,"U",-6.87368555706515e-05,"",3.165,-273354,NA,NA,NA,NA,NA,NA,NA,"",-10856,"NM_001080454.2","",""
"203","chr12:77179072-77179131","E2F7","chr12",77179072,77179131,60,"*",-2.17911088724545e-05,7.55770973621005e-05,5.74511751725562e-09,0.735884135684105,1,0.605,0.395,"M",5.33892163070808e-05,"",3.0925,-113503,NA,NA,NA,NA,NA,NA,NA,"",-16048,"XR_007063644.1","",""
"204","chr16:82791305-82791590","HSBP1","chr16",82791305,82791590,286,"*",-7.54821735064295e-05,7.54821735064295e-05,1.81831539849299e-08,0.734278585852074,0,0.275,-0.275,"U",-6.87368555706515e-05,"",1.4925,-927721,NA,NA,NA,NA,NA,NA,NA,"intron",17988,"NR_110938.1","",""
"205","chr7:158178360-158178542","DNAJB6","chr7",158178360,158178542,183,"*",7.53916813144577e-05,7.53916813144577e-05,2.01098711007049e-08,0.732747993541075,0.65,0.29,0.36,"M",5.9883948492269e-05,"",4.56,842979,NA,NA,NA,NA,NA,NA,NA,"intron",139403,"XM_017012475.1","",""
"206","chr1:239295330-239296869","CHRM3","chr1",239295330,239296869,1540,"*",7.50340888732925e-05,7.50340888732925e-05,1.98421041438514e-08,0.726699645843968,0.795,1,-0.205,"U",-5.9883948492269e-05,"",5.025,-89696,771.688244768299,0.761970887700418,0.126991018982808,7.12187326079469e-11,1.25989329351678e-09,"protein_coding","cholinergic receptor muscarinic 3 [Source:HGNC Symbol;Acc:HGNC:1952]","",-40111,"XR_949313.2","",""
"207","chr7:41561295-41562562","INHBA","chr7",41561295,41562562,1268,"*",7.50340888732925e-05,7.50340888732925e-05,1.98421041438514e-08,0.726699645843968,0.585,0.79,-0.205,"U",-5.9883948492269e-05,"",5.18,143272,132.444833268915,1.78658257295782,0.21303914466787,1.84752704107568e-18,7.30166272084695e-17,"protein_coding","inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]","",-23820,"XR_001745184.2","",""
"208","chr9:31828216-31829340","ACO1","chr9",31828216,31829340,1125,"*",-7.49341077777578e-05,7.49341077777578e-05,1.85524091672092e-08,0.72500855744467,1,0.765,0.235,"M",6.87368555707248e-05,"",4.7175,-555263,1122.07036750963,-0.562552995151256,0.0716590283684771,3.01867563614046e-16,9.62017891149908e-15,"protein_coding","aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]","",-19321,"XR_007061444.1","",""
"209","chr2:158002458-158003506","ACVR1","chr2",158002458,158003506,1049,"*",-7.48429304394151e-05,7.48429304394151e-05,1.76800797766767e-08,0.723466376512108,1,0.775,0.225,"M",6.87368555707323e-05,"",3.11,-126128,NA,NA,NA,NA,NA,NA,NA,"intron",7281,"NM_001135098.2","",""
"210","chr20:6190336-6191144","BMP2","chr20",6190336,6191144,809,"*",-7.48429304393371e-05,7.48429304393371e-05,1.76800797766412e-08,0.723466376510788,0.43,0.205,0.225,"M",6.87368555706515e-05,"",4.1525,-576542,146.411569449968,1.5555396864777,0.154208256199938,1.16569575661154e-25,8.2374777583378e-24,"protein_coding","bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]","",-67307,"NM_017671.5","",""
"211","chr7:97778329-97778361","ASNS","chr7",97778329,97778361,33,"*",-7.48429304393371e-05,7.48429304393371e-05,1.76800797766412e-08,0.723466376510788,0.5,0.275,0.225,"M",6.87368555706515e-05,"",6.5475,194624,131.852435412427,-0.951825401274963,0.228784793897567,6.46930645029128e-07,6.19647566260865e-06,"protein_coding","asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]","",46245,"NM_003182.3","",""
"212","chr1:2850092-2850678","PEX10","chr1",2850092,2850678,587,"*",-7.44098814585645e-05,7.44098814585645e-05,1.73411584976186e-08,0.716141750752326,0.26,0.1,0.16,"M",6.87368555706503e-05,"",3.5775,-436295,453.76821047842,-0.269682543226496,0.113147371063603,0.00837165945007027,0.0294315268350787,"protein_coding","peroxisomal biogenesis factor 10 [Source:HGNC Symbol;Acc:HGNC:8851]","",-33287,"XR_007065392.1","",""
"213","chr5:43249545-43249898","HMGCS1","chr5",43249545,43249898,354,"*",-7.44098814585526e-05,7.44098814585526e-05,1.73411584976123e-08,0.716141750752124,1,0.76,0.24,"M",6.87368555706442e-05,"",3.4925,63614,2217.41613814485,0.186524346916063,0.06486421677352,0.00293862116040754,0.0119236765917301,"protein_coding","3-hydroxy-3-methylglutaryl-CoA synthase 1 [Source:HGNC Symbol;Acc:HGNC:5007]","intron",56695,"NR_072980.2","",""
"214","chr21:40790378-40790399","BACE2","chr21",40790378,40790399,22,"*",1.09287400934746e-05,7.41101722788698e-05,5.56048233567634e-09,0.711072445257776,0.595,1,-0.405,"U",-5.22850902322222e-05,"",3.605,-377402,NA,NA,NA,NA,NA,NA,NA,"intron",56760,"NM_001389.5","",""
"215","chr5:43208459-43208496","HMGCS1","chr5",43208459,43208496,38,"*",-7.39328255359923e-05,7.39328255359923e-05,1.69695555631835e-08,0.708072787993274,0.17,0.775,-0.605,"U",-6.87368555706852e-05,"",4.25,105016,2217.41613814485,0.186524346916063,0.06486421677352,0.00293862116040754,0.0119236765917301,"protein_coding","3-hydroxy-3-methylglutaryl-CoA synthase 1 [Source:HGNC Symbol;Acc:HGNC:5007]","intron",15609,"NR_072980.2","",""
"216","chr4:99228862-99229634","ADH1A","chr4",99228862,99229634,773,"*",7.37870960216849e-05,7.37870960216849e-05,1.89165325406709e-08,0.705607907109915,0.81,0.54,0.27,"M",5.9883948492265e-05,"",15.855,61369,NA,NA,NA,NA,NA,NA,NA,"intron",-9617,"NR_132990.2","",""
"217","chr1:146171197-146172733","HJV","chr1",146171197,146172733,1537,"*",7.36918554768885e-05,7.36918554768885e-05,2.12258751328484e-08,0.703997000772205,0.4,0.03,0.37,"M",5.98839484922885e-05,"",3.9125,-134451,NA,NA,NA,NA,NA,NA,NA,"intron",-26394,"NM_001302371.3","",""
"218","chr2:194856912-194858870","SLC39A10","chr2",194856912,194858870,1959,"*",7.35908703194842e-05,7.35908703194842e-05,1.87720443974477e-08,0.702288929588602,0.63,0.95,-0.32,"U",-5.98839484922555e-05,"",3.17,-717107,NA,NA,NA,NA,NA,NA,NA,"intron",126319,"NR_110223.1","",""
"219","chr10:69866499-69867129","MACROH2A2","chr10",69866499,69867129,631,"*",7.34482776970056e-05,7.34482776970056e-05,1.86672461049803e-08,0.699877106349323,0.215,0.03,0.185,"M",5.98839484922524e-05,"",2.4975,-185415,3263.11266800777,0.724787176143104,0.104797368093863,1.84034280632874e-13,4.4769050213825e-12,"protein_coding","macroH2A.2 histone [Source:HGNC Symbol;Acc:HGNC:14453]","intron",-45573,"XR_946039.3","","enhD"
"220","chr7:123643780-123644366","NDUFA5","chr7",123643780,123644366,587,"*",-7.29079694908718e-05,7.29079694908718e-05,1.69423349659628e-08,0.690738289310439,0.15,0.38,-0.23,"U",-6.87368555706737e-05,"",5.665,-19198,2408.37723437382,0.226771733952341,0.0796251095661332,0.00272083898623649,0.0111584005420407,"protein_coding","NADH:ubiquinone oxidoreductase subunit A5 [Source:HGNC Symbol;Acc:HGNC:7688]","",-11500,"NM_207163.3","","enhD"
"221","chr7:42210125-42210137","INHBA","chr7",42210125,42210137,13,"*",-7.27472265515813e-05,7.27472265515813e-05,1.68159864555724e-08,0.688019470133176,0,0.41,-0.41,"U",-6.87368555706515e-05,"",4.9375,-504291,132.444833268915,1.78658257295782,0.21303914466787,1.84752704107568e-18,7.30166272084695e-17,"protein_coding","inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]","intron",25603,"XM_047420206.1","",""
"222","chr17:21297473-21297841","MAP2K3","chr17",21297473,21297841,369,"*",-7.26915032214518e-05,7.26915032214518e-05,1.60112790855812e-08,0.687076961185377,0.69,0.47,0.22,"M",6.87368555706462e-05,"",37.75,12801,625.777798220967,-0.2838611104659,0.0859247696084468,0.000448208119542887,0.00229487146066406,"protein_coding","mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6843]","intron",1389,"XM_011523958.3","","enhD"
"223","chr3:11157365-11157586","ATG7","chr3",11157365,11157586,222,"*",7.25475195290527e-05,7.25475195290527e-05,1.80090858457771e-08,0.684641609276076,0.82,0.37,0.45,"M",5.98839484922482e-05,"",6.4375,-114723,NA,NA,NA,NA,NA,NA,NA,"intron",2621,"XR_007095817.1","",""
"224","chrX:31064587-31065050","TAB3","chrX",31064587,31065050,464,"*",-2.52010225331864e-05,7.19398317228166e-05,5.18370556332043e-09,0.674363128188973,0.5,0.855,-0.355,"U",-5.08980085945654e-05,"",4.4875,-89503,1267.38314969611,-0.402776858506915,0.0840552937570279,3.69325264802286e-07,3.69538419052846e-06,"protein_coding","TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]","",6992,"NM_031894.3","",""
"225","chr9:78625715-78626831","PSAT1","chr9",78625715,78626831,1117,"*",-7.19067588430334e-05,7.19067588430334e-05,1.61586696687746e-08,0.673803730804561,1,0.805,0.195,"M",6.87368555706777e-05,"",3.11,328590,3253.51026542783,0.304480214631518,0.0652734709898091,1.32410564779651e-06,1.19768234333733e-05,"protein_coding","phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]","",255213,"XR_929975.3","",""
