"","seqnames","start","end","width","strand","average_shap_value","reliability_shap_value","z_score","gene_symbol","annotated_genes","dist_to_TSS"
"2062","chr12",105107061,105108579,1519,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"WASHC4","WASHC4, ALDH1L2","0, 0"
"2063","chr17",81910891,81911725,835,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"PCYT2","PCYT2","0"
"2064","chr5",59038779,59039809,1031,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"PDE4D","RAB3C","456558"
"2065","chr10",124916199,124918168,1970,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"ZRANB1","ZRANB1, CTBP2","0, 243002"
"2066","chr8",143018277,143019346,1070,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"LY6E","CYP11B2, LY6S","-100434, 26332"
"2067","chr3",149968496,149970318,1823,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"PFN2","ANKUB1","-111"
"2068","chr5",43064699,43066697,1999,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"ZNF131","ANXA2R, ZNF131","-21529, -54186"
"2069","chr6",113858628,113860623,1996,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"MARCKS","MARCKS, HDAC2","1283, 150685"
"2070","chr16",2205117,2206121,1005,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"MLST8","MLST8, BRICD5","521, 4784"
"2071","chr12",46268655,46269335,681,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"SLC38A1","SCAF11, SLC38A1","-276535, 616"
"2072","chr6",87407467,87408986,1520,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"CFAP206","CFAP206, SLC35A1","0, -27705"
"2073","chr5",157265618,157266774,1157,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"CYFIP2","CYFIP2","0"
"2074","chr19",2782605,2783573,969,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"SGTA","THOP1, SGTA","-1930, 0"
"2075","chr20",18566919,18568007,1089,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"LINC00493","SMIM26, DTD1","0, 0"
"2076","chr7",75485320,75486583,1264,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"POM121C","POM121C","0"
"2077","chr2",173354281,173355930,1650,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"CDCA7","CDCA7, SP3","0, 609443"
"2078","chr5",142108588,142110449,1862,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"NDFIP1","NDFIP1, SPRY4","0, 214572"
"2079","chr15",81323882,81324688,807,"*",-3.61296462695698e-06,2.95085561347015e-05,0.274886800844181,"STARD5","STARD5","0"
"2080","chr19",19733741,19733758,18,"*",-3.61296462697861e-06,2.9508556134696e-05,0.274886800844119,"ZNF14","ZNF14","-629"
"2081","chr3",43103488,43105345,1858,"*",-3.61296462696774e-06,2.95085561346933e-05,0.274886800844089,"POMGNT2","GASK1A, POMGNT2","124401, 740"
"2082","chr18",14132947,14134093,1147,"*",-3.61296462693906e-06,2.95085561346933e-05,0.274886800844088,"ZNF519","ZNF519","-457"
"2083","chr4",48781178,48781527,350,"*",-3.61296462693906e-06,2.95085561346933e-05,0.274886800844088,"FRYL","FRYL","-856"
"2084","chr22",38057945,38059711,1767,"*",-3.61296462692458e-06,2.95085561346923e-05,0.274886800844077,"PICK1","PICK1, SLC16A8","1634, 24473"
"2085","chr17",7295457,7296159,703,"*",-3.6129646269146e-06,2.95085561346863e-05,0.274886800844009,"YBX2","CTDNEP1, TNFSF12","-42966, -252349"
"2086","chr19",41424942,41426923,1982,"*",-3.6129646268897e-06,2.95085561346817e-05,0.274886800843956,"B3GNT8","EXOSC5, B3GNT8","-27580, 1807"
"2087","chr8",41664553,41666476,1924,"*",-3.61296462710627e-06,2.95085561346811e-05,0.27488680084395,"ANK1","NKX6-3, ANK1","-13736, 230265"
"2088","chr19",34997592,34999384,1793,"*",-3.61296462710627e-06,2.95085561346811e-05,0.27488680084395,"GRAMD1A","GRAMD1A, SCN1B","2808, -31086"
"2089","chr7",7974327,7975896,1570,"*",-3.61296462699577e-06,2.95085561346788e-05,0.274886800843924,"GLCCI1","GLCCI1, ICA1","5531, 286791"
"2090","chr7",105270113,105271768,1656,"*",-3.61296462720156e-06,2.95085561346651e-05,0.274886800843769,"SRPK2","KMT2E, SRPK2","328561, 127540"
"2091","chr19",678053,679364,1312,"*",-3.61296462720156e-06,2.95085561346651e-05,0.274886800843769,"FSTL3","FSTL3, PRSS57","1661, 16134"
"2092","chr22",23146656,23148419,1764,"*",-3.61296462680837e-06,2.95085561346469e-05,0.274886800843561,"RAB36","RSPH14","-1635"
"2093","chr3",186572096,186573903,1808,"*",-3.61296462695894e-06,2.9508556134642e-05,0.274886800843506,"TBCCD1","TBCCD1","-1553"
"2094","chr2",144333247,144334985,1739,"*",-3.61296462695894e-06,2.9508556134642e-05,0.274886800843506,"GTDC1","GTDC1","-679"
"2095","chr6",27134848,27136615,1768,"*",-3.61296462707195e-06,2.9508556134613e-05,0.274886800843176,"HIST1H2BJ","H2BC11, H4C9","-2053, -2667"
"2096","chr9",129804295,129805639,1345,"*",-3.61296462684615e-06,2.95085561345906e-05,0.274886800842923,"TOR1B","TOR1B, TOR1A","1138, 18605"
"2097","chr17",75775791,75776763,973,"*",-3.61296462684615e-06,2.95085561345906e-05,0.274886800842923,"H3F3B","GALK1, UNK","-10555, -8043"
"2098","chr1",171782751,171784278,1528,"*",-3.61296462695881e-06,2.9508556134589e-05,0.274886800842904,"METTL13","METTL13, DNM3","1091, -33609"
"2099","chr12",56268100,56269539,1440,"*",-3.6129646270962e-06,2.95085561345784e-05,0.274886800842783,"COQ10A","COQ10A, CS","1210, 30852"
"2100","chr5",140554850,140555612,763,"*",-3.61296462694471e-06,2.9508556134548e-05,0.274886800842439,"SRA1","EIF4EBP3, SRA1","7188, 2065"
"2101","chr1",53198053,53198067,15,"*",-3.61296462694471e-06,2.9508556134548e-05,0.274886800842439,"CPT2","CPT2, CZIB","1261, 22567"
"2102","chr2",17750593,17752067,1475,"*",-3.61296462694471e-06,2.9508556134548e-05,0.274886800842439,"SMC6","GEN1","-1791"
"2103","chr1",109763622,109764318,697,"*",-3.61296462694471e-06,2.9508556134548e-05,0.274886800842439,"EPS8L3","EPS8L3","0"
"2104","chrX",49070176,49072169,1994,"*",-3.61296462677984e-06,2.95085561345243e-05,0.27488680084217,"PRAF2","PCSK1N, PLP2","-234566, -99729"
"2105","chr20",5128517,5130515,1999,"*",-3.61296462677984e-06,2.95085561345243e-05,0.27488680084217,"PCNA","PCNA","-1891"
"2106","chr2",219230743,219230778,36,"*",-3.61296462677984e-06,2.95085561345243e-05,0.27488680084217,"ATG9A","ANKZF1, ATG9A","960, -1026"
"2107","chr19",42218309,42219695,1387,"*",-3.6129646269402e-06,2.9508556134515e-05,0.274886800842064,"DEDD2","ZNF526","-597"
"2108","chr12",120447898,120449866,1969,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"TRIAP1","TRIAP1","-1514"
"2109","chr16",2521474,2523243,1770,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"ATP6V0C","AMDHD2, CEMP1","7509, 8165"
"2110","chr15",92878961,92880938,1978,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"CHD2","FAM174B, CHD2","-69163, -5265"
"2111","chr17",81912162,81912253,92,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"PCYT2","PCYT2","-730"
"2112","chr19",18169165,18169638,474,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"PIK3R2","IFI30","-3524"
"2113","chr11",2993462,2994358,897,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"NAP1L4","TRPM5, OSBPL5","-548948, 172381"
"2114","chr19",7942103,7942506,404,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"TIMM44","CTXN1, TIMM44","-15968, 1161"
"2115","chr6",163421441,163423275,1835,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"QKI","QKI, LOC124901498","7441, 291031"
"2116","chr20",34877797,34879719,1923,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"GGT7","GGT7, MYH7B","-4941, -76091"
"2117","chr3",5193114,5194141,1028,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"EDEM1","EDEM1","5468"
"2118","chr11",508239,510013,1775,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"RNH1","ANO9, EPS8L2","-66228, -184425"
"2119","chr15",84750017,84751920,1904,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"ZNF592","ZNF592, ALPK3","1425, -65436"
"2120","chr14",23035455,23037331,1877,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"PSMB5","PSMB5, PSMB11","-225, -4881"
"2121","chr5",179734749,179736410,1662,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"MAML1","ADAMTS2, RNF130","-389288, 335703"
"2122","chr1",10469581,10471403,1823,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"DFFA","PEX14","-885"
"2123","chr16",22009421,22011154,1734,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"C16orf52","CRYM, VWA3A","-706338, -81384"
"2124","chr15",55994915,55996782,1868,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"NEDD4","NEDD4","-1255"
"2125","chr1",149900989,149902975,1987,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"BOLA1","H2AC21, SV2A","-13024, 14869"
"2126","chr19",35741830,35743429,1600,"*",-3.61296462693626e-06,2.95085561343998e-05,0.274886800840757,"IGFLR1","PSENEN, LIN37","-2171, -2249"
"2127","chr10",102423288,102425171,1884,"*",-3.61296462642262e-06,2.95085561341671e-05,0.274886800838114,"PSD","PSD","-1749"
"2128","chr19",18540669,18542413,1745,"*",-3.61296462642262e-06,2.95085561341671e-05,0.274886800838114,"FKBP8","ELL, FKBP8","-18553, 1664"
"2129","chr19",36030140,36031939,1800,"*",2.9475562409446e-05,2.9475562409446e-05,0.274512191384809,"CLIP3","ALKBH6, CLIP3","-15901, 1404"
"2130","chr19",51001083,51002248,1166,"*",2.94755624094459e-05,2.94755624094459e-05,0.274512191384808,"KLK7","KLK7, KLK8","-16984, 463"
"2131","chr6",137823543,137825374,1832,"*",2.94755624094459e-05,2.94755624094459e-05,0.274512191384808,"TNFAIP3","OLIG3, TNFAIP3","-329149, -41840"
"2132","chr4",122826292,122826466,175,"*",-2.93691029385709e-05,2.93691029385709e-05,0.273303454738044,"FGF2","FGF2","-216"
"2133","chr12",53379046,53379098,53,"*",-2.92069478530553e-05,2.92069478530553e-05,0.271462352272373,"SP1","SP1","-1078"
"2134","chr11",73789081,73789789,709,"*",-2.92069478529318e-05,2.92069478529318e-05,0.271462352270971,"MRPL48","MRPL48, PAAF1","1209, -86910"
"2135","chr7",73843369,73844366,998,"*",-2.92069478529299e-05,2.92069478529299e-05,0.271462352270949,"WBSCR27","METTL27","-853"
"2136","chr1",155194298,155194450,153,"*",2.90106050183698e-05,2.90106050183698e-05,0.269233083446749,"MUC1","MUC1","-1382"
"2137","chr13",31847492,31847611,120,"*",2.88731075483899e-05,2.88731075483899e-05,0.267671942578435,"FRY","FRY","779"
"2138","chr16",11344702,11344727,26,"*",-2.87809344216208e-05,2.87809344216208e-05,0.266625412520969,"RMI2","PRM1, LOC400499","-63372, 182520"
"2139","chr5",137889034,137889560,527,"*",2.87578105704115e-05,2.87578105704115e-05,0.266362865223473,"KLHL3","PKD2L2, FAM13B","1066, 162401"
"2140","chr19",36009278,36009770,493,"*",2.87578105704115e-05,2.87578105704115e-05,0.266362865223473,"SYNE4","SYNE4","-465"
"2141","chr14",70358771,70359958,1188,"*",2.87578105704115e-05,2.87578105704115e-05,0.266362865223473,"COX16","COX16","0"
"2142","chr15",35545138,35546533,1396,"*",2.87578105704115e-05,2.87578105704115e-05,0.266362865223473,"DPH6","NANOGP8, DPH6","-459843, 0"
"2143","chr15",69300552,69302165,1614,"*",2.87578105703137e-05,2.87578105703137e-05,0.266362865222363,"PAQR5","PAQR5, KIF23","1640, -112081"
"2144","chr2",241504814,241506763,1950,"*",2.87578105702536e-05,2.87578105702536e-05,0.266362865221681,"STK25","FARP2, STK25","148529, 2967"
"2145","chr16",58002333,58004248,1916,"*",2.87578105702536e-05,2.87578105702536e-05,0.266362865221681,"USB1","ZNF319","-1661"
"2146","chr3",194634271,194635251,981,"*",2.87578105701303e-05,2.87578105701303e-05,0.266362865220281,"TMEM44","TMEM44","-582"
"2147","chr9",125707884,125708997,1114,"*",2.87578105701285e-05,2.87578105701285e-05,0.266362865220261,"MAPKAP1","MAPKAP1","-650"
"2148","chr4",1114090,1114733,644,"*",2.87578105701285e-05,2.87578105701285e-05,0.266362865220261,"RNF212","RNF212","-526"
"2149","chr11",289699,291169,1471,"*",2.87578105701285e-05,2.87578105701285e-05,0.266362865220261,"ATHL1","PGGHG, IFITM5","573, 8357"
"2150","chr8",145051303,145051381,79,"*",-2.87477652377478e-05,2.87477652377478e-05,0.266248810911351,"C8orf33","ZNF16","-100415"
"2151","chr19",50330215,50330254,40,"*",2.84809549011348e-05,2.84809549011348e-05,0.263219456839337,"NR1H2","NR1H2","523"
"2152","chr7",127586060,127586285,226,"*",-2.84276263262058e-05,2.84276263262058e-05,0.262613966296255,"GCC1","ARF5","-2101"
"2153","chr1",95118595,95120592,1998,"*",-2.84276263260381e-05,2.84276263260381e-05,0.26261396629435,"TMEM56","TLCD4-RWDD3, RWDD3","672, -30785"
"2154","chr17",40418584,40419670,1087,"*",-2.84276263259385e-05,2.84276263259385e-05,0.262613966293219,"TOP2A","TOP2A","-688"
"2155","chr3",146545522,146545955,434,"*",-2.83904584116308e-05,2.83904584116308e-05,0.26219196325546,"PLSCR1","PLSCR1","-666"
"2156","chr16",68244520,68244602,83,"*",-2.83904584115818e-05,2.83904584115818e-05,0.262191963254904,"PLA2G15","PLA2G15","-702"
"2157","chr3",187743694,187744390,697,"*",-2.83904584115625e-05,2.83904584115625e-05,0.262191963254684,"BCL6","RTP2, BCL6","-41137, 1335"
"2158","chr11",615627,616231,605,"*",-2.36394515245652e-06,2.82818705664191e-05,0.260959061130156,"IRF7","ANO9, EPS8L2","-173616, -78207"
"2159","chr14",74714094,74714272,179,"*",-2.8228073095985e-05,2.8228073095985e-05,0.260348246765943,"AREL1","FCF1, AREL1","950, -977"
"2160","chr9",36276882,36277158,277,"*",2.81875376827183e-05,2.81875376827183e-05,0.259888009277399,"GNE","GNE","0"
"2161","chr5",52785113,52786875,1763,"*",2.81875376825933e-05,2.81875376825933e-05,0.25988800927598,"ITGA1","ITGA1, PELO","-1041, -1041"
"2162","chr17",69140003,69141468,1466,"*",-2.28359489913514e-06,2.81606862310883e-05,0.259583138951282,"ABCA6","ABCA9, ABCA6","-79054, 427"
"2163","chr17",2394168,2394195,28,"*",2.80849867327161e-05,2.80849867327161e-05,0.258723649822958,"MNT","TSR1, MNT","-57511, 6909"
"2164","chr5",52800490,52800528,39,"*",2.80849867327161e-05,2.80849867327161e-05,0.258723649822958,"PELO","PELO, ITGA2","12574, -188812"
"2165","chr1",52921840,52921950,111,"*",2.80592504814953e-05,2.80592504814953e-05,0.258431441438441,"ECHDC2","ZYG11A, SCP2","79329, -5326"
"2166","chr2",70901806,70902160,355,"*",2.80592504814853e-05,2.80592504814853e-05,0.258431441438327,"CD207","ATP6V1B1, ANKRD53","1008, -76220"
"2167","chr19",36053314,36053348,35,"*",-5.21244535409085e-06,2.799193153472e-05,0.257667104763459,"THAP8","WDR62","-1301"
"2168","chr15",40307479,40307683,205,"*",-2.09038839423921e-06,2.79663556031046e-05,0.257376716641439,"PLCB2","PLCB2","252"
"2169","chr9",100350326,100351283,958,"*",2.79199560528657e-05,2.79199560528657e-05,0.256849897972267,"TEX10","ERP44, TEX10","-251274, 1659"
"2170","chr11",65111165,65111238,74,"*",-2.78757124352328e-05,2.78757124352328e-05,0.256347557677141,"TM7SF2","TM7SF2","-607"
"2171","chr9",134065836,134066854,1019,"*",-2.78505505298762e-05,2.78505505298762e-05,0.256061870392985,"BRD3","BRD3OS, BRD3","40355, 1681"
"2172","chr11",67302478,67302800,323,"*",-2.78505505297903e-05,2.78505505297903e-05,0.256061870392009,"SSH3","SSH3","-678"
"2173","chr19",10085804,10085824,21,"*",-2.78097624348104e-05,2.78097624348104e-05,0.255598763965228,"C19orf66","SHFL","-298"
"2174","chr6",10417603,10417715,113,"*",-2.76870274661443e-05,2.76870274661443e-05,0.25420523595643,"TFAP2A","TFAP2A","1944"
"2175","chr15",32641162,32642636,1475,"*",-5.39237957624956e-06,2.76642433455336e-05,0.253946545946794,"SCG5","OTUD7A, FMN1","-770373, 552078"
"2176","chrX",19799600,19800022,423,"*",-2.76561190105669e-05,2.76561190105669e-05,0.253854302566998,"SH3KBP1","MAP3K15, SH3KBP1","-284092, 87578"
"2177","chr8",54457822,54458238,417,"*",2.75184210977949e-05,2.75184210977949e-05,0.252290885879103,"SOX17","SOX17","0"
"2178","chr15",58410529,58412451,1923,"*",-2.74645445503095e-05,2.74645445503095e-05,0.251679173677158,"LIPC","LIPC, ALDH1A2","0, 61462"
"2179","chr12",106135353,106135632,280,"*",-2.74645445502154e-05,2.74645445502154e-05,0.25167917367609,"NUAK1","APPL2, NUAK1","-899150, 3322"
"2180","chr10",89252545,89254075,1531,"*",-2.74645445501562e-05,2.74645445501562e-05,0.251679173675418,"LIPA","CH25H, IFIT2","-45228, -29619"
"2181","chr9",213148,213651,504,"*",-2.73814628980606e-05,2.73814628980606e-05,0.250735867863954,"DOCK8","DOCK8","-1203"
"2182","chr2",237628552,237630125,1574,"*",-2.73814628980602e-05,2.73814628980602e-05,0.250735867863951,"LRRFIP1","LRRFIP1, RBM44","965, -168264"
"2183","chr16",66694071,66695964,1894,"*",2.7364239901423e-05,2.7364239901423e-05,0.250540318637269,"CMTM4","CMTM3, CMTM4","90197, 779"
"2184","chr5",43480145,43482135,1991,"*",2.73642399012488e-05,2.73642399012488e-05,0.250540318635291,"C5orf28","CCL28, TMEM267","-67754, 1758"
"2185","chr17",75272716,75272765,50,"*",-1.36961402743205e-06,2.72961355944995e-05,0.249767065014042,"MIF4GD","MIF4GD","-1485"
"2186","chr16",721789,721912,124,"*",-3.46898842402671e-06,2.71816484317121e-05,0.248467182268921,"METRN","ANTKMT, HAGHL","1208, -5024"
"2187","chr19",1030797,1030847,51,"*",-2.71782071945138e-05,2.71782071945138e-05,0.248428110597066,"CNN2","CNN2, ABCA7","4211, -9150"
"2188","chr3",127823501,127823546,46,"*",-2.71693181812233e-05,2.71693181812233e-05,0.248327185089645,"MGLL","ABTB1, KBTBD12","150566, -91686"
"2189","chr11",119027750,119029433,1684,"*",2.71655744985772e-05,2.71655744985772e-05,0.248284679464068,"SLC37A4","FOXR1, HMBS","56038, -55433"
"2190","chr16",87762701,87764603,1903,"*",2.71655744982639e-05,2.71655744982639e-05,0.248284679460511,"KLHDC4","JPH3, KLHDC4","160866, 1389"
"2191","chr20",34871329,34871778,450,"*",2.71655744982639e-05,2.71655744982639e-05,0.248284679460511,"GGT7","ACSS2","-368"
"2192","chr3",37245072,37246802,1731,"*",2.71655744977598e-05,2.71655744977598e-05,0.248284679454788,"GOLGA4","GOLGA4, CTDSPL","1881, -615078"
"2193","chr16",74608171,74610167,1997,"*",2.71655744977598e-05,2.71655744977598e-05,0.248284679454788,"GLG1","GLG1","-1027"
"2194","chr1",40042073,40043907,1835,"*",2.71655744977598e-05,2.71655744977598e-05,0.248284679454788,"CAP1","CAP1, PPT1","1840, 53353"
"2195","chr1",93175785,93177534,1750,"*",2.71655744977598e-05,2.71655744977598e-05,0.248284679454788,"CCDC18","CCDC18","-2385"
"2196","chr7",44105203,44106935,1733,"*",2.71655744976072e-05,2.71655744976072e-05,0.248284679453054,"AEBP1","AEBP1, POLD2","858, 17423"
"2197","chr9",19101291,19101543,253,"*",2.71655744975962e-05,2.71655744975962e-05,0.24828467945293,"HAUS6","SAXO1, HAUS6","-51933, 1361"
"2198","chr17",48571175,48571984,810,"*",2.71655744975962e-05,2.71655744975962e-05,0.24828467945293,"HOXB4","HOXB2, HOXB4","-26066, 6366"
"2199","chr2",61065273,61065512,240,"*",2.71655744975962e-05,2.71655744975962e-05,0.24828467945293,"KIAA1841","SANBR","-359"
"2200","chr3",58011875,58013715,1841,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452803,"FLNB","FLNB, DNASE1L3","3477, 200982"
"2201","chr3",84960581,84961721,1141,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"CADM2","CADM2","1592"
"2202","chr1",39671464,39672586,1123,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"NT5C1A","NT5C1A","0"
"2203","chr15",58770702,58772286,1585,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"FAM63B","MINDY2, RNF111","0, -92889"
"2204","chr17",21550975,21552080,1106,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"C17orf51","KCNJ12, KCNJ18","174618, -140443"
"2205","chr2",24049283,24049947,665,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"C2orf44","WDCP","0"
"2206","chr2",223837071,223837794,724,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"AP1S3","SCG2, AP1S3","-234710, 107505"
"2207","chr10",110566641,110568638,1998,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"SMC3","SMC3","0"
"2208","chr12",50057099,50058151,1053,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"ASIC1","ASIC1","0"
"2209","chr14",57390035,57391434,1400,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"NAA30","NAA30","0"
"2210","chr12",8914008,8915482,1475,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"PHC1","PHC1, KLRG1","112, -34562"
"2211","chr16",77190053,77191757,1705,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"MON1B","MON1B","0"
"2212","chr8",11769284,11770966,1683,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"NEIL2","DEFB130B","300781"
"2213","chr4",1247550,1249548,1999,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"CTBP1","SPON2, CTBP1","-38588, 785"
"2214","chr3",36992412,36994135,1724,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"MLH1","MLH1, EPM2AIP1","0, 0"
"2215","chr7",32892150,32893086,937,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"KBTBD2","LSM5, KBTBD2","-396867, 1045"
"2216","chr3",40524616,40525542,927,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"ZNF621","ZNF621","0"
"2217","chr2",222654869,222656838,1970,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"FARSB","SGPP2, FARSB","230326, 0"
"2218","chr8",56210456,56212438,1983,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"PLAG1","CHCHD7, PLAG1","0, 0"
"2219","chr5",151447308,151449078,1771,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"SLC36A1","SLC36A1, FAT2","10262, 142253"
"2220","chr3",57555711,57557539,1829,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"PDE12","PDE12, ARF4","0, 39969"
"2221","chr6",68635796,68636807,1012,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"ADGRB3","ADGRB3, LOC127898563","514, 0"
"2222","chr10",122953717,122954583,867,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"C10orf88","PSTK, C10orf88","0, 0"
"2223","chr19",2944476,2945479,1004,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"ZNF77","ZNF77","0"
"2224","chr17",79777551,79779064,1514,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"CBX2","CBX2","0"
"2225","chr8",42338094,42339035,942,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"POLB","POLB","0"
"2226","chr9",112717119,112718449,1331,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"INIP","KIAA1958, INIP","230292, 0"
"2227","chr6",69867003,69867871,869,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"COL19A1","COL19A1, LMBRD1","447, 0"
"2228","chr1",25246117,25248098,1982,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"RSRP1","SYF2, RHD","-13615, -24295"
"2229","chr1",204151602,204152526,925,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"ETNK2","ETNK2","0"
"2230","chr1",15833748,15834198,451,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"SPEN","SPEN","-1897"
"2231","chr1",145995779,145997038,1260,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"TXNIP","TXNIP","0"
"2232","chr19",1445855,1446323,469,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"APC2","APC2","0"
"2233","chr10",103350229,103350333,105,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"PCGF6","PCGF6","811"
"2234","chr6",149545106,149546585,1480,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"PPIL4","PPIL4","0"
"2235","chr2",216081423,216082396,974,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"PECR","TMEM169, PECR","0, 559"
"2236","chr10",102503621,102505005,1385,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"ACTR1A","SUFU, ACTR1A","0, -909"
"2237","chr19",14031631,14032550,920,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"IL27RA","C19orf53, SMIM46","257175, 79926"
"2238","chr16",90077236,90077869,634,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"PRDM7","DBNDD1, PRDM7","-57346, 14203"
"2239","chr17",49707138,49708518,1381,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"SLC35B1","SPOP, SLC35B1","-28975, 496"
"2240","chr10",61001107,61001705,599,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"RHOBTB1","RHOBTB1","0"
"2241","chr3",69079333,69080627,1295,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"UBA3","TMF1, UBA3, ARL6IP5","-26994, 0, -4310"
"2242","chr8",132675123,132675940,818,"*",2.7165574497585e-05,2.7165574497585e-05,0.248284679452802,"LRRC6","KCNQ3, DNAAF11","-194028, 52046"
"2243","chr4",151760336,151761385,1050,"*",2.71655744975742e-05,2.71655744975742e-05,0.24828467945268,"GATB","GATB","0"
"2244","chr19",49866418,49868030,1613,"*",2.71655744975742e-05,2.71655744975742e-05,0.24828467945268,"PNKP","PTOV1, TBC1D17","15683, -9636"
"2245","chr9",27529288,27530025,738,"*",2.71655744975742e-05,2.71655744975742e-05,0.24828467945268,"MOB3B","MOB3B","0"
"2246","chr15",42207605,42208530,926,"*",2.71655744975742e-05,2.71655744975742e-05,0.24828467945268,"VPS39","VPS39","0"
"2247","chr6",159790528,159791309,782,"*",2.71655744975742e-05,2.71655744975742e-05,0.24828467945268,"TCP1","MRPL18, TCP1","716, -825"
"2248","chr1",26992982,26994707,1726,"*",2.71655744975742e-05,2.71655744975742e-05,0.24828467945268,"TRNP1","TRNP1, TENT5B","0, 18143"
