chrom,source,type,start,end,score,strand,phase,ID,bound_end,bound_start,description,feature_type,region,length,segment_id,gene_symbol
chr5,Regulatory_Build,promoter,97140800,97142801,.,.,.,promoter:ENSR00000763319,97143199,97140002,Predicted promoter,Promoter,"[97140800, 97142801]",2001,chr5:97140800-97142801,LIX1
chr5,Regulatory_Build,promoter,97180401,97184401,.,.,.,promoter:ENSR00000184418,97184599,97180401,Predicted promoter,Promoter,"[97180401, 97184401]",4000,chr5:97180401-97184401,RIOK2
chr5,Regulatory_Build,promoter,98767800,98779200,.,.,.,promoter:ENSR00000316295,98779200,98767002,Predicted promoter,Promoter,"[98767800, 98779200]",11400,chr5:98767800-98779200,RGMB
chr5,Regulatory_Build,promoter,98926000,98933001,.,.,.,promoter:ENSR00000184549,98936199,98918602,Predicted promoter,Promoter,"[98926000, 98933001]",7001,chr5:98926000-98933001,CHD1
chr5,Regulatory_Build,promoter,100534200,100537601,.,.,.,promoter:ENSR00000184591,100538399,100534002,Predicted promoter,Promoter,"[100534200, 100537601]",3401,chr5:100534200-100537601,FAM174A
chr5,Regulatory_Build,promoter,100899000,100906200,.,.,.,promoter:ENSR00000184625,100906200,100887602,Predicted promoter,Promoter,"[100899000, 100906200]",7200,chr5:100899000-100906200,ST8SIA4
chr5,Regulatory_Build,promoter,102294400,102297201,.,.,.,promoter:ENSR00000184647,102299399,102291202,Predicted promoter,Promoter,"[102294400, 102297201]",2801,chr5:102294400-102297201,SLCO4C1
chr5,Regulatory_Build,promoter,102865000,102868601,.,.,.,promoter:ENSR00000184700,102869199,102863802,Predicted promoter,Promoter,"[102865000, 102868601]",3601,chr5:102865000-102868601,PAM
chr5,Regulatory_Build,promoter,103117800,103122801,.,.,.,promoter:ENSR00000184719,103125799,103117202,Predicted promoter,Promoter,"[103117800, 103122801]",5001,chr5:103117800-103122801,GIN1
chr5,Regulatory_Build,promoter,103117800,103122801,.,.,.,promoter:ENSR00000184719,103125799,103117202,Predicted promoter,Promoter,"[103117800, 103122801]",5001,chr5:103117800-103122801,PPIP5K2
chr5,Regulatory_Build,promoter,103257600,103262001,.,.,.,promoter:ENSR00000184726,103264999,103254602,Predicted promoter,Promoter,"[103257600, 103262001]",4401,chr5:103257600-103262001,C5orf30
chr5,Regulatory_Build,promoter,103561600,103563600,.,.,.,promoter:ENSR00000184748,103563600,103561202,Predicted promoter,Promoter,"[103561600, 103563600]",2000,chr5:103561600-103563600,NUDT12
chr5,Regulatory_Build,promoter,107666600,107674201,.,.,.,promoter:ENSR00000184916,107674799,107666202,Predicted promoter,Promoter,"[107666600, 107674201]",7601,chr5:107666600-107674201,EFNA5
chr5,Regulatory_Build,promoter,108378601,108384201,.,.,.,promoter:ENSR00000184969,108385399,108378601,Predicted promoter,Promoter,"[108378601, 108384201]",5600,chr5:108378601-108384201,FBXL17
chr5,Regulatory_Build,promoter,108747000,108750601,.,.,.,promoter:ENSR00000185006,108751199,108746802,Predicted promoter,Promoter,"[108747000, 108750601]",3601,chr5:108747000-108750601,FER
chr5,Regulatory_Build,promoter,108924600,108925600,.,.,.,promoter:ENSR00000765173,108925600,108924335,Predicted promoter,Promoter,"[108924600, 108925600]",1000,chr5:108924600-108925600,FER
chr5,Regulatory_Build,promoter,109406800,109411801,.,.,.,promoter:ENSR00000185045,109414599,109398802,Predicted promoter,Promoter,"[109406800, 109411801]",5001,chr5:109406800-109411801,PJA2
chr5,Regulatory_Build,promoter,109688200,109694001,.,.,.,promoter:ENSR00000185073,109706399,109688002,Predicted promoter,Promoter,"[109688200, 109694001]",5801,chr5:109688200-109694001,MAN2A1
chr5,Regulatory_Build,promoter,110726201,110727201,.,.,.,promoter:ENSR00000185150,110727599,110726201,Predicted promoter,Promoter,"[110726201, 110727201]",1000,chr5:110726201-110727201,TMEM232
chr5,Regulatory_Build,promoter,110737800,110740601,.,.,.,promoter:ENSR00000185153,110742399,110737602,Predicted promoter,Promoter,"[110737800, 110740601]",2801,chr5:110737800-110740601,SLC25A46
chr5,Regulatory_Build,promoter,111072800,111074601,.,.,.,promoter:ENSR00000185175,111074999,111072602,Predicted promoter,Promoter,"[111072800, 111074601]",1801,chr5:111072800-111074601,TSLP
chr5,Regulatory_Build,promoter,111091600,111094801,.,.,.,promoter:ENSR00001260237,111095399,111091002,Predicted promoter,Promoter,"[111091600, 111094801]",3201,chr5:111091600-111094801,WDR36
chr5,Regulatory_Build,promoter,111223200,111232201,.,.,.,promoter:ENSR00000185187,111247199,111222802,Predicted promoter,Promoter,"[111223200, 111232201]",9001,chr5:111223200-111232201,CAMK4
chr5,Regulatory_Build,promoter,111509000,111514001,.,.,.,promoter:ENSR00000185214,111514599,111506802,Predicted promoter,Promoter,"[111509000, 111514001]",5001,chr5:111509000-111514001,STARD4
chr5,Regulatory_Build,promoter,111753800,111758801,.,.,.,promoter:ENSR00000185242,111759399,111752002,Predicted promoter,Promoter,"[111753800, 111758801]",5001,chr5:111753800-111758801,NREP
chr5,Regulatory_Build,promoter,112417400,112421001,.,.,.,promoter:ENSR00000185304,112421199,112417002,Predicted promoter,Promoter,"[112417400, 112421001]",3601,chr5:112417400-112421001,EPB41L4A
chr5,Regulatory_Build,promoter,112706800,112710601,.,.,.,promoter:ENSR00000185339,112717999,112706402,Predicted promoter,Promoter,"[112706800, 112710601]",3801,chr5:112706800-112710601,APC
chr5,Regulatory_Build,promoter,112737000,112741201,.,.,.,promoter:ENSR00000185343,112742199,112735202,Predicted promoter,Promoter,"[112737000, 112741201]",4201,chr5:112737000-112741201,APC
chr5,Regulatory_Build,promoter,112860401,112863401,.,.,.,promoter:ENSR00000185353,112864199,112860401,Predicted promoter,Promoter,"[112860401, 112863401]",3000,chr5:112860401-112863401,SRP19
chr5,Regulatory_Build,promoter,112920000,112924201,.,.,.,promoter:ENSR00000185360,112931799,112913002,Predicted promoter,Promoter,"[112920000, 112924201]",4201,chr5:112920000-112924201,REEP5
chr5,Regulatory_Build,promoter,112975800,112980601,.,.,.,promoter:ENSR00000185372,112981199,112975602,Predicted promoter,Promoter,"[112975800, 112980601]",4801,chr5:112975800-112980601,DCP2
chr5,Regulatory_Build,promoter,113292000,113295601,.,.,.,promoter:ENSR00000185444,113296999,113289402,Predicted promoter,Promoter,"[113292000, 113295601]",3601,chr5:113292000-113295601,MCC
chr5,Regulatory_Build,promoter,113513000,113516001,.,.,.,promoter:ENSR00000185467,113517399,113512802,Predicted promoter,Promoter,"[113513000, 113516001]",3001,chr5:113513000-113516001,YTHDC2
chr5,Regulatory_Build,promoter,114359600,114364201,.,.,.,promoter:ENSR00000185490,114364279,114359402,Predicted promoter,Promoter,"[114359600, 114364201]",4601,chr5:114359600-114364201,KCNN2
chr5,Regulatory_Build,promoter,115168400,115171401,.,.,.,promoter:ENSR00000185504,115171599,115168002,Predicted promoter,Promoter,"[115168400, 115171401]",3001,chr5:115168400-115171401,TRIM36
chr5,Regulatory_Build,promoter,115179400,115180801,.,.,.,promoter:ENSR00000185505,115181199,115178937,Predicted promoter,Promoter,"[115179400, 115180801]",1401,chr5:115179400-115180801,TRIM36
chr5,Regulatory_Build,promoter,115261200,115263800,.,.,.,promoter:ENSR00000185512,115263800,115257802,Predicted promoter,Promoter,"[115261200, 115263800]",2600,chr5:115261200-115263800,PGGT1B
chr5,Regulatory_Build,promoter,115294600,115297401,.,.,.,promoter:ENSR00000185517,115297799,115294202,Predicted promoter,Promoter,"[115294600, 115297401]",2801,chr5:115294600-115297401,CCDC112
chr5,Regulatory_Build,promoter,115539200,115545800,.,.,.,promoter:ENSR00000185561,115545800,115528202,Predicted promoter,Promoter,"[115539200, 115545800]",6600,chr5:115539200-115545800,FEM1C
chr5,Regulatory_Build,promoter,115600000,115603401,.,.,.,promoter:ENSR00000185571,115604799,115598002,Predicted promoter,Promoter,"[115600000, 115603401]",3401,chr5:115600000-115603401,TICAM2
chr5,Regulatory_Build,promoter,115623400,115627201,.,.,.,promoter:ENSR00000185572,115627999,115621402,Predicted promoter,Promoter,"[115623400, 115627201]",3801,chr5:115623400-115627201,TMED7
chr5,Regulatory_Build,promoter,115813401,115817401,.,.,.,promoter:ENSR00000185586,115817799,115813401,Predicted promoter,Promoter,"[115813401, 115817401]",4000,chr5:115813401-115817401,CDO1
chr5,Regulatory_Build,promoter,115838600,115844801,.,.,.,promoter:ENSR00000185587,115847399,115838002,Predicted promoter,Promoter,"[115838600, 115844801]",6201,chr5:115838600-115844801,ATG12
chr5,Regulatory_Build,promoter,115838600,115844801,.,.,.,promoter:ENSR00000185587,115847399,115838002,Predicted promoter,Promoter,"[115838600, 115844801]",6201,chr5:115838600-115844801,AP3S1
chr5,Regulatory_Build,promoter,115961400,115964000,.,.,.,promoter:ENSR00000766494,115964000,115961047,Predicted promoter,Promoter,"[115961400, 115964000]",2600,chr5:115961400-115964000,LVRN
chr5,Regulatory_Build,promoter,116083800,116086601,.,.,.,promoter:ENSR00000185621,116089399,116083602,Predicted promoter,Promoter,"[116083800, 116086601]",2801,chr5:116083800-116086601,COMMD10
chr5,Regulatory_Build,promoter,116535800,116536801,.,.,.,promoter:ENSR00000766613,116537999,116527602,Predicted promoter,Promoter,"[116535800, 116536801]",1001,chr5:116535800-116536801,SEMA6A
chr5,Regulatory_Build,promoter,116570000,116577201,.,.,.,promoter:ENSR00000185659,116577799,116563602,Predicted promoter,Promoter,"[116570000, 116577201]",7201,chr5:116570000-116577201,SEMA6A
chr5,Regulatory_Build,promoter,118986800,118989401,.,.,.,promoter:ENSR00000185734,118990199,118986202,Predicted promoter,Promoter,"[118986800, 118989401]",2601,chr5:118986800-118989401,DTWD2
chr5,Regulatory_Build,promoter,119069400,119075001,.,.,.,promoter:ENSR00000185748,119080599,119066802,Predicted promoter,Promoter,"[119069400, 119075001]",5601,chr5:119069400-119075001,DTWD2
chr5,Regulatory_Build,promoter,119069400,119075001,.,.,.,promoter:ENSR00000185748,119080599,119066802,Predicted promoter,Promoter,"[119069400, 119075001]",5601,chr5:119069400-119075001,DMXL1
chr5,Regulatory_Build,promoter,119267600,119272401,.,.,.,promoter:ENSR00000185753,119293999,119267202,Predicted promoter,Promoter,"[119267600, 119272401]",4801,chr5:119267600-119272401,TNFAIP8
chr5,Regulatory_Build,promoter,119353400,119359001,.,.,.,promoter:ENSR00000767030,119371999,119299602,Predicted promoter,Promoter,"[119353400, 119359001]",5601,chr5:119353400-119359001,TNFAIP8
chr5,Regulatory_Build,promoter,119451800,119454201,.,.,.,promoter:ENSR00000185801,119456199,119450802,Predicted promoter,Promoter,"[119451800, 119454201]",2401,chr5:119451800-119454201,HSD17B4
chr5,Regulatory_Build,promoter,120463400,120467201,.,.,.,promoter:ENSR00000185851,120468199,120462802,Predicted promoter,Promoter,"[120463400, 120467201]",3801,chr5:120463400-120467201,PRR16
chr5,Regulatory_Build,promoter,121961000,121963801,.,.,.,promoter:ENSR00000185903,121964399,121960202,Predicted promoter,Promoter,"[121961000, 121963801]",2801,chr5:121961000-121963801,SRFBP1
chr5,Regulatory_Build,promoter,122075200,122079401,.,.,.,promoter:ENSR00000316922,122079799,122074602,Predicted promoter,Promoter,"[122075200, 122079401]",4201,chr5:122075200-122079401,LOX
chr5,Regulatory_Build,promoter,122310401,122314201,.,.,.,promoter:ENSR00000185954,122314599,122310401,Predicted promoter,Promoter,"[122310401, 122314201]",3800,chr5:122310401-122314201,SNCAIP
chr5,Regulatory_Build,promoter,122774400,122779001,.,.,.,promoter:ENSR00000185990,122782399,122768802,Predicted promoter,Promoter,"[122774400, 122779001]",4601,chr5:122774400-122779001,SNX2
chr5,Regulatory_Build,promoter,122843800,122847201,.,.,.,promoter:ENSR00000185993,122852199,122843402,Predicted promoter,Promoter,"[122843800, 122847201]",3401,chr5:122843800-122847201,SNX24
chr5,Regulatory_Build,promoter,123035200,123038001,.,.,.,promoter:ENSR00000186011,123038199,123034802,Predicted promoter,Promoter,"[123035200, 123038001]",2801,chr5:123035200-123038001,PPIC
chr5,Regulatory_Build,promoter,123421200,123424801,.,.,.,promoter:ENSR00000186043,123426599,123419402,Predicted promoter,Promoter,"[123421200, 123424801]",3601,chr5:123421200-123424801,CEP120
chr5,Regulatory_Build,promoter,123511000,123514201,.,.,.,promoter:ENSR00000186056,123517199,123510802,Predicted promoter,Promoter,"[123511000, 123514201]",3201,chr5:123511000-123514201,CEP120
chr5,Regulatory_Build,promoter,123511000,123514201,.,.,.,promoter:ENSR00000186056,123517199,123510802,Predicted promoter,Promoter,"[123511000, 123514201]",3201,chr5:123511000-123514201,CSNK1G3
chr5,Regulatory_Build,promoter,124739000,124750001,.,.,.,promoter:ENSR00000767977,124751599,124729002,Predicted promoter,Promoter,"[124739000, 124750001]",11001,chr5:124739000-124750001,ZNF608
chr5,Regulatory_Build,promoter,126422401,126427200,.,.,.,promoter:ENSR00000186376,126427200,126422401,Predicted promoter,Promoter,"[126422401, 126427200]",4799,chr5:126422401-126427200,GRAMD3
chr5,Regulatory_Build,promoter,126592200,126596201,.,.,.,promoter:ENSR00000186400,126598199,126591602,Predicted promoter,Promoter,"[126592200, 126596201]",4001,chr5:126592200-126596201,ALDH7A1
chr5,Regulatory_Build,promoter,126600200,126602601,.,.,.,promoter:ENSR00000186402,126603199,126599002,Predicted promoter,Promoter,"[126600200, 126602601]",2401,chr5:126600200-126602601,PHAX
chr5,Regulatory_Build,promoter,126775600,126780801,.,.,.,promoter:ENSR00000186422,126785799,126773402,Predicted promoter,Promoter,"[126775600, 126780801]",5201,chr5:126775600-126780801,LMNB1
chr5,Regulatory_Build,promoter,127028400,127031801,.,.,.,promoter:ENSR00000186465,127032399,127025202,Predicted promoter,Promoter,"[127028400, 127031801]",3401,chr5:127028400-127031801,MARCH3
chr5,Regulatory_Build,promoter,127072400,127074600,.,.,.,promoter:ENSR00000186469,127074600,127072202,Predicted promoter,Promoter,"[127072400, 127074600]",2200,chr5:127072400-127074600,MARCH3
chr5,Regulatory_Build,promoter,127290000,127294001,.,.,.,promoter:ENSR00000186483,127294599,127289802,Predicted promoter,Promoter,"[127290000, 127294001]",4001,chr5:127290000-127294001,MEGF10
chr5,Regulatory_Build,promoter,127517000,127520201,.,.,.,promoter:ENSR00000186500,127520399,127516802,Predicted promoter,Promoter,"[127517000, 127520201]",3201,chr5:127517000-127520201,PRRC1
chr5,Regulatory_Build,promoter,128081400,128087801,.,.,.,promoter:ENSR00000186556,128087999,128077602,Predicted promoter,Promoter,"[128081400, 128087801]",6401,chr5:128081400-128087801,SLC12A2
chr5,Regulatory_Build,promoter,128534201,128539801,.,.,.,promoter:ENSR00000186593,128540003,128534201,Predicted promoter,Promoter,"[128534201, 128539801]",5600,chr5:128534201-128539801,SLC27A6
chr5,Regulatory_Build,promoter,128534201,128539801,.,.,.,promoter:ENSR00000186593,128540003,128534201,Predicted promoter,Promoter,"[128534201, 128539801]",5600,chr5:128534201-128539801,FBN2
chr5,Regulatory_Build,promoter,128964601,128967600,.,.,.,promoter:ENSR00000186604,128967600,128964601,Predicted promoter,Promoter,"[128964601, 128967600]",2999,chr5:128964601-128967600,SLC27A6
chr5,Regulatory_Build,promoter,129093601,129098201,.,.,.,promoter:ENSR00000186607,129099999,129093601,Predicted promoter,Promoter,"[129093601, 129098201]",4600,chr5:129093601-129098201,ISOC1
chr5,Regulatory_Build,promoter,129458401,129462800,.,.,.,promoter:ENSR00000186613,129462800,129458401,Predicted promoter,Promoter,"[129458401, 129462800]",4399,chr5:129458401-129462800,ADAMTS19
chr5,Regulatory_Build,promoter,129903401,129907400,.,.,.,promoter:ENSR00000186621,129907400,129903401,Predicted promoter,Promoter,"[129903401, 129907400]",3999,chr5:129903401-129907400,CHSY3
chr5,Regulatory_Build,promoter,131163000,131166001,.,.,.,promoter:ENSR00000186670,131166399,131162602,Predicted promoter,Promoter,"[131163000, 131166001]",3001,chr5:131163000-131166001,HINT1
chr5,Regulatory_Build,promoter,131169800,131172201,.,.,.,promoter:ENSR00000186671,131173999,131169602,Predicted promoter,Promoter,"[131169800, 131172201]",2401,chr5:131169800-131172201,LYRM7
chr5,Regulatory_Build,promoter,131262200,131269201,.,.,.,promoter:ENSR00000186689,131306599,131249602,Predicted promoter,Promoter,"[131262200, 131269201]",7001,chr5:131262200-131269201,CDC42SE2
chr5,Regulatory_Build,promoter,131545200,131548801,.,.,.,promoter:ENSR00000769271,131553599,131528402,Predicted promoter,Promoter,"[131545200, 131548801]",3601,chr5:131545200-131548801,RAPGEF6
chr5,Regulatory_Build,promoter,131632400,131637201,.,.,.,promoter:ENSR00000186747,131642799,131626202,Predicted promoter,Promoter,"[131632400, 131637201]",4801,chr5:131632400-131637201,RAPGEF6
chr5,Regulatory_Build,promoter,131794400,131798201,.,.,.,promoter:ENSR00000186768,131798799,131789602,Predicted promoter,Promoter,"[131794400, 131798201]",3801,chr5:131794400-131798201,FNIP1
chr5,Regulatory_Build,promoter,131944800,131945001,.,.,.,promoter:ENSR00001101047,131946399,131941802,Predicted promoter,Promoter,"[131944800, 131945001]",201,chr5:131944800-131945001,MEIKIN
chr5,Regulatory_Build,promoter,131974600,131975801,.,.,.,promoter:ENSR00000769322,131977599,131973402,Predicted promoter,Promoter,"[131974600, 131975801]",1201,chr5:131974600-131975801,ACSL6
chr5,Regulatory_Build,promoter,132011000,132012201,.,.,.,promoter:ENSR00000186783,132013799,132010402,Predicted promoter,Promoter,"[132011000, 132012201]",1201,chr5:132011000-132012201,ACSL6
chr5,Regulatory_Build,promoter,132225000,132229001,.,.,.,promoter:ENSR00000186823,132230199,132221602,Predicted promoter,Promoter,"[132225000, 132229001]",4001,chr5:132225000-132229001,P4HA2
chr5,Regulatory_Build,promoter,132256800,132260801,.,.,.,promoter:ENSR00000186827,132270799,132256602,Predicted promoter,Promoter,"[132256800, 132260801]",4001,chr5:132256800-132260801,PDLIM4
chr5,Regulatory_Build,promoter,132292200,132297401,.,.,.,promoter:ENSR00000769417,132302399,132290802,Predicted promoter,Promoter,"[132292200, 132297401]",5201,chr5:132292200-132297401,SLC22A4
chr5,Regulatory_Build,promoter,132292200,132297401,.,.,.,promoter:ENSR00000769417,132302399,132290802,Predicted promoter,Promoter,"[132292200, 132297401]",5201,chr5:132292200-132297401,P4HA2
chr5,Regulatory_Build,promoter,132368200,132372201,.,.,.,promoter:ENSR00000186849,132373599,132367602,Predicted promoter,Promoter,"[132368200, 132372201]",4001,chr5:132368200-132372201,SLC22A5
chr5,Regulatory_Build,promoter,132409400,132413801,.,.,.,promoter:ENSR00000186851,132449999,132405802,Predicted promoter,Promoter,"[132409400, 132413801]",4401,chr5:132409400-132413801,RAD50
chr5,Regulatory_Build,promoter,132419400,132421801,.,.,.,promoter:ENSR00000769454,132449999,132411202,Predicted promoter,Promoter,"[132419400, 132421801]",2401,chr5:132419400-132421801,RAD50
chr5,Regulatory_Build,promoter,132486400,132501801,.,.,.,promoter:ENSR00000186865,132503599,132483202,Predicted promoter,Promoter,"[132486400, 132501801]",15401,chr5:132486400-132501801,IRF1
chr5,Regulatory_Build,promoter,132556200,132559401,.,.,.,promoter:ENSR00000186871,132559599,132556002,Predicted promoter,Promoter,"[132556200, 132559401]",3201,chr5:132556200-132559401,RAD50
chr5,Regulatory_Build,promoter,132736000,132738201,.,.,.,promoter:ENSR00000186885,132738599,132735402,Predicted promoter,Promoter,"[132736000, 132738201]",2201,chr5:132736000-132738201,KIF3A
chr5,Regulatory_Build,promoter,132746800,132748201,.,.,.,promoter:ENSR00000186886,132748599,132746402,Predicted promoter,Promoter,"[132746800, 132748201]",1401,chr5:132746800-132748201,CCNI2
chr5,Regulatory_Build,promoter,132775600,132778401,.,.,.,promoter:ENSR00000186892,132778741,132770402,Predicted promoter,Promoter,"[132775600, 132778401]",2801,chr5:132775600-132778401,SEPT8
chr5,Regulatory_Build,promoter,132829201,132831401,.,.,.,promoter:ENSR00000186906,132831599,132829201,Predicted promoter,Promoter,"[132829201, 132831401]",2200,chr5:132829201-132831401,SEPT8
chr5,Regulatory_Build,promoter,132865400,132868201,.,.,.,promoter:ENSR00000186910,132868399,132865002,Predicted promoter,Promoter,"[132865400, 132868201]",2801,chr5:132865400-132868201,UQCRQ
chr5,Regulatory_Build,promoter,132865400,132868201,.,.,.,promoter:ENSR00000186910,132868399,132865002,Predicted promoter,Promoter,"[132865400, 132868201]",2801,chr5:132865400-132868201,LEAP2
chr5,Regulatory_Build,promoter,132960800,132964800,.,.,.,promoter:ENSR00000186917,132964800,132958202,Predicted promoter,Promoter,"[132960800, 132964800]",4000,chr5:132960800-132964800,AFF4
chr5,Regulatory_Build,promoter,133025000,133027401,.,.,.,promoter:ENSR00000186923,133028097,133023802,Predicted promoter,Promoter,"[133025000, 133027401]",2401,chr5:133025000-133027401,ZCCHC10
chr5,Regulatory_Build,promoter,133050200,133054601,.,.,.,promoter:ENSR00000186927,133064399,133048402,Predicted promoter,Promoter,"[133050200, 133054601]",4401,chr5:133050200-133054601,HSPA4
chr5,Regulatory_Build,promoter,133967000,133970201,.,.,.,promoter:ENSR00000187001,133971199,133966202,Predicted promoter,Promoter,"[133967000, 133970201]",3201,chr5:133967000-133970201,C5orf15
chr5,Regulatory_Build,promoter,134002400,134006801,.,.,.,promoter:ENSR00000187008,134006999,133992402,Predicted promoter,Promoter,"[134002400, 134006801]",4401,chr5:134002400-134006801,VDAC1
chr5,Regulatory_Build,promoter,134111600,134133201,.,.,.,promoter:ENSR00000769947,134146599,134076202,Predicted promoter,Promoter,"[134111600, 134133201]",21601,chr5:134111600-134133201,TCF7
chr5,Regulatory_Build,promoter,134174000,134178201,.,.,.,promoter:ENSR00000187050,134178599,134171402,Predicted promoter,Promoter,"[134174000, 134178201]",4201,chr5:134174000-134178201,SKP1
chr5,Regulatory_Build,promoter,134222200,134227601,.,.,.,promoter:ENSR00000187056,134228399,134217602,Predicted promoter,Promoter,"[134222200, 134227601]",5401,chr5:134222200-134227601,PPP2CA
chr5,Regulatory_Build,promoter,134365800,134367801,.,.,.,promoter:ENSR00000187071,134371199,134365602,Predicted promoter,Promoter,"[134365800, 134367801]",2001,chr5:134365800-134367801,CDKL3
chr5,Regulatory_Build,promoter,134369800,134374201,.,.,.,promoter:ENSR00000187072,134374799,134365602,Predicted promoter,Promoter,"[134369800, 134374201]",4401,chr5:134369800-134374201,C5orf15
chr5,Regulatory_Build,promoter,134369800,134374201,.,.,.,promoter:ENSR00000187072,134374799,134365602,Predicted promoter,Promoter,"[134369800, 134374201]",4401,chr5:134369800-134374201,CDKL3
chr5,Regulatory_Build,promoter,134369800,134374201,.,.,.,promoter:ENSR00000187072,134374799,134365602,Predicted promoter,Promoter,"[134369800, 134374201]",4401,chr5:134369800-134374201,UBE2B
chr5,Regulatory_Build,promoter,134410400,134412801,.,.,.,promoter:ENSR00000187073,134413399,134409402,Predicted promoter,Promoter,"[134410400, 134412801]",2401,chr5:134410400-134412801,CDKN2AIPNL
chr5,Regulatory_Build,promoter,134506000,134508201,.,.,.,promoter:ENSR00001261236,134514399,134501402,Predicted promoter,Promoter,"[134506000, 134508201]",2201,chr5:134506000-134508201,JADE2
chr5,Regulatory_Build,promoter,134523000,134529201,.,.,.,promoter:ENSR00000187085,134536999,134522802,Predicted promoter,Promoter,"[134523000, 134529201]",6201,chr5:134523000-134529201,JADE2
chr5,Regulatory_Build,promoter,134631400,134633600,.,.,.,promoter:ENSR00000187108,134633600,134630402,Predicted promoter,Promoter,"[134631400, 134633600]",2200,chr5:134631400-134633600,SAR1B
chr5,Regulatory_Build,promoter,134647200,134651001,.,.,.,promoter:ENSR00000187110,134652199,134645602,Predicted promoter,Promoter,"[134647200, 134651001]",3801,chr5:134647200-134651001,SAR1B
chr5,Regulatory_Build,promoter,134647200,134651001,.,.,.,promoter:ENSR00000187110,134652199,134645602,Predicted promoter,Promoter,"[134647200, 134651001]",3801,chr5:134647200-134651001,SEC24A
chr5,Regulatory_Build,promoter,134736200,134740201,.,.,.,promoter:ENSR00000187114,134741399,134734602,Predicted promoter,Promoter,"[134736200, 134740201]",4001,chr5:134736200-134740201,CAMLG
chr5,Regulatory_Build,promoter,134758000,134760601,.,.,.,promoter:ENSR00000187115,134763999,134757802,Predicted promoter,Promoter,"[134758000, 134760601]",2601,chr5:134758000-134760601,DDX46
chr5,Regulatory_Build,promoter,134845200,134847801,.,.,.,promoter:ENSR00000187119,134851399,134844602,Predicted promoter,Promoter,"[134845200, 134847801]",2601,chr5:134845200-134847801,C5orf24
chr5,Regulatory_Build,promoter,134873400,134876401,.,.,.,promoter:ENSR00000187122,134877599,134873202,Predicted promoter,Promoter,"[134873400, 134876401]",3001,chr5:134873400-134876401,TXNDC15
chr5,Regulatory_Build,promoter,134902000,134906801,.,.,.,promoter:ENSR00000187125,134907399,134901202,Predicted promoter,Promoter,"[134902000, 134906801]",4801,chr5:134902000-134906801,PCBD2
chr5,Regulatory_Build,promoter,134902000,134906801,.,.,.,promoter:ENSR00000187125,134907399,134901202,Predicted promoter,Promoter,"[134902000, 134906801]",4801,chr5:134902000-134906801,CATSPER3
chr5,Regulatory_Build,promoter,135029600,135035001,.,.,.,promoter:ENSR00000187137,135035399,135028717,Predicted promoter,Promoter,"[135029600, 135035001]",5401,chr5:135029600-135035001,PITX1
chr5,Regulatory_Build,promoter,135039200,135040001,.,.,.,promoter:ENSR00000770193,135040599,135039017,Predicted promoter,Promoter,"[135039200, 135040001]",801,chr5:135039200-135040001,PITX1
chr5,Regulatory_Build,promoter,135394200,135400401,.,.,.,promoter:ENSR00000187207,135402399,135370202,Predicted promoter,Promoter,"[135394200, 135400401]",6201,chr5:135394200-135400401,H2AFY
chr5,Regulatory_Build,promoter,135452200,135452401,.,.,.,promoter:ENSR00001101485,135459599,135447602,Predicted promoter,Promoter,"[135452200, 135452401]",201,chr5:135452200-135452401,TIFAB
chr5,Regulatory_Build,promoter,135575001,135579401,.,.,.,promoter:ENSR00000770340,135580199,135575001,Predicted promoter,Promoter,"[135575001, 135579401]",4400,chr5:135575001-135579401,CXCL14
chr5,Regulatory_Build,promoter,135834400,135835600,.,.,.,promoter:ENSR00000770405,135835600,135834202,Predicted promoter,Promoter,"[135834400, 135835600]",1200,chr5:135834400-135835600,SLC25A48
chr5,Regulatory_Build,promoter,136028400,136032601,.,.,.,promoter:ENSR00000187282,136038999,136026602,Predicted promoter,Promoter,"[136028400, 136032601]",4201,chr5:136028400-136032601,TGFBI
chr5,Regulatory_Build,promoter,136131800,136135201,.,.,.,promoter:ENSR00000187301,136140599,136131602,Predicted promoter,Promoter,"[136131800, 136135201]",3401,chr5:136131800-136135201,SMAD5
chr5,Regulatory_Build,promoter,137497400,137499600,.,.,.,promoter:ENSR00000187397,137499600,137497002,Predicted promoter,Promoter,"[137497400, 137499600]",2200,chr5:137497400-137499600,SPOCK1
chr5,Regulatory_Build,promoter,137734000,137736601,.,.,.,promoter:ENSR00000187423,137738999,137731202,Predicted promoter,Promoter,"[137734000, 137736601]",2601,chr5:137734000-137736601,KLHL3
chr5,Regulatory_Build,promoter,137867601,137874200,.,.,.,promoter:ENSR00000770810,137874200,137867601,Predicted promoter,Promoter,"[137867601, 137874200]",6599,chr5:137867601-137874200,MYOT
chr5,Regulatory_Build,promoter,137888000,137890201,.,.,.,promoter:ENSR00000187439,137890399,137886602,Predicted promoter,Promoter,"[137888000, 137890201]",2201,chr5:137888000-137890201,KLHL3
chr5,Regulatory_Build,promoter,137888000,137890201,.,.,.,promoter:ENSR00000187439,137890399,137886602,Predicted promoter,Promoter,"[137888000, 137890201]",2201,chr5:137888000-137890201,PKD2L2
chr5,Regulatory_Build,promoter,138030200,138034401,.,.,.,promoter:ENSR00000187448,138034799,138021002,Predicted promoter,Promoter,"[138030200, 138034401]",4201,chr5:138030200-138034401,FAM13B
