start,end,chrom,gene_symbol,segment_id,length
30558809,30577766,chrX,TASL,chrX:30558809-30577766,18957
93073475,93077885,chr10,CYP26A1,chr10:93073475-93077885,4410
24558087,24672677,chrX,PCYT1B,chrX:24558087-24672677,114590
34574123,34579369,chr17,TMEM132E-DT,chr17:34574123-34579369,5246
24693873,24996986,chrX,POLA1,chrX:24693873-24996986,303113
69745871,69746851,chr6,GAPDHP42,chr6:69745871-69746851,980
15999784,16045015,chr17,TTC19,chr17:15999784-16045015,45231
46035769,46124054,chr4,GABRG1,chr4:46035769-46124054,88285
134196333,134201789,chr4,PABPC4L,chr4:134196333-134201789,5456
86823468,86849384,chr4,SLC10A6,chr4:86823468-86849384,25916
20684560,20701216,chr14,RNASE4,chr14:20684560-20701216,16656
20781268,20782467,chr14,RNASE6,chr14:20781268-20782467,1199
127623271,127726737,chr4,INTU,chr4:127623271-127726737,103466
133654586,133657313,chr9,DBH-AS1,chr9:133654586-133657313,2727
68039025,68050895,chr11,TCIRG1,chr11:68039025-68050895,11870
36088256,36090169,chr17,CCL3,chr17:36088256-36090169,1913
3723903,3726699,chr17,HASPIN,chr17:3723903-3726699,2796
53794497,53924125,chr6,LRRC1,chr6:53794497-53924125,129628
68414064,68472121,chr10,DNA2,chr10:68414064-68472121,58057
50818723,50847619,chr6,TFAP2B,chr6:50818723-50847619,28896
69866556,70212468,chr6,COL19A1,chr6:69866556-70212468,345912
41952174,41958933,chr22,LINC00634,chr22:41952174-41958933,6759
73397114,73421482,chr4,ALB,chr4:73397114-73421482,24368
41998725,42058456,chr22,WBP2NL,chr22:41998725-42058456,59731
42000446,42001991,chr22,SLC25A5P1,chr22:42000446-42001991,1545
125781161,125932034,chr6,NCOA7,chr6:125781161-125932034,150873
30655489,30717266,chr10,SVIL2P,chr10:30655489-30717266,61777
42548828,42569994,chr15,HAUS2,chr15:42548828-42569994,21166
133761894,133992604,chr9,VAV2,chr9:133761894-133992604,230710
3791047,3873448,chr12,PARP11,chr12:3791047-3873448,82401
68930525,69062762,chr15,NOX5,chr15:68930525-69062762,132237
44258166,44265788,chr6,NFKBIE,chr6:44258166-44265788,7622
123216339,123637093,chr6,TRDN,chr6:123216339-123637093,420754
15200317,15562015,chr7,AGMO,chr7:15200317-15562015,361698
20684177,20698971,chr14,ANG,chr14:20684177-20698971,14794
136114581,136118875,chr9,TMEM250,chr9:136114581-136118875,4294
15107783,15348675,chr12,RERG,chr12:15107783-15348675,240892
28108248,28527041,chr11,METTL15,chr11:28108248-28527041,418793
35247025,35572669,chr10,CCNY,chr10:35247025-35572669,325644
27654893,27722058,chr11,BDNF,chr11:27654893-27722058,67165
15911302,16037381,chr12,DERA,chr12:15911302-16037381,126079
120258650,120311556,chrX,TMEM255A,chrX:120258650-120311556,52906
129612330,129771527,chr4,LINC02466,chr4:129612330-129771527,159197
35943981,36232136,chr11,LDLRAD3,chr11:35943981-36232136,288155
105244622,105439171,chr9,SLC44A1,chr9:105244622-105439171,194549
59806140,59810778,chr11,MRPL16,chr11:59806140-59810778,4638
119104086,119137984,chr10,DENND10,chr10:119104086-119137984,33898
150264435,151015727,chr4,LRBA,chr4:150264435-151015727,751292
111876051,111903990,chrX,TRPC5OS,chrX:111876051-111903990,27939
45192244,45240894,chr22,KIAA0930,chr22:45192244-45240894,48650
64841883,64868002,chr15,PLEKHO2,chr15:64841883-64868002,26119
75958097,75983011,chr14,TGFB3,chr14:75958097-75983011,24914
134025481,134034666,chr9,BRD3OS,chr9:134025481-134034666,9185
63321378,63381846,chr15,CA12,chr15:63321378-63381846,60468
24806169,24927578,chr22,SGSM1,chr22:24806169-24927578,121409
111299028,111483715,chr6,REV3L,chr6:111299028-111483715,184687
3077355,3286564,chr12,TSPAN9,chr12:3077355-3286564,209209
103120847,103123007,chr14,LINC00677,chr14:103120847-103123007,2160
103121476,103137439,chr14,TNFAIP2,chr14:103121476-103137439,15963
123135970,123139423,chr10,HMX3,chr10:123135970-123139423,3453
114821744,114899832,chr10,FHIP2A,chr10:114821744-114899832,78088
47079603,47236662,chr12,PCED1B,chr12:47079603-47236662,157059
47836902,48002561,chrX,ZNF81,chrX:47836902-48002561,165659
107825755,107931637,chrX,MID2,chrX:107825755-107931637,105882
33235552,33247621,chr15,TMCO5B,chr15:33235552-33247621,12069
34036681,34039872,chr17,TLK2P1,chr17:34036681-34039872,3191
46764761,46832408,chr12,SLC38A4,chr12:46764761-46832408,67647
32265832,32324659,chr17,RHBDL3,chr17:32265832-32324659,58827
65027439,65040572,chr11,SNX15,chr11:65027439-65040572,13133
2655726,2805017,chr18,SMCHD1,chr18:2655726-2805017,149291
38685346,38687037,chr7,FAM183BP,chr7:38685346-38687037,1691
116153791,116402321,chr9,PAPPA,chr9:116153791-116402321,248530
69072926,69095820,chr15,EWSAT1,chr15:69072926-69095820,22894
62253730,62270680,chr15,GOLGA2P11,chr15:62253730-62270680,16950
33162226,33922841,chr22,LARGE1,chr22:33162226-33922841,760615
65647823,65718688,chr7,INTS4P2,chr7:65647823-65718688,70865
33247820,33264720,chr9,BAG1,chr9:33247820-33264720,16900
121435595,121449727,chr6,GJA1,chr6:121435595-121449727,14132
63189560,63267776,chr15,RAB8B,chr15:63189560-63267776,78216
132445867,132513198,chr6,STX7,chr6:132445867-132513198,67331
27494418,27506769,chr11,LIN7C,chr11:27494418-27506769,12351
83955777,84492724,chr7,SEMA3A,chr7:83955777-84492724,536947
68121624,68130518,chr11,CHKA-DT,chr11:68121624-68130518,8894
15882387,15903478,chr12,STRAP,chr12:15882387-15903478,21091
46129989,46146688,chr6,ENPP4,chr6:46129989-46146688,16699
1268800,1310381,chrX,CSF2RA,chrX:1268800-1310381,41581
48183644,48185926,chr12,CCDC184,chr12:48183644-48185926,2282
47135498,47138370,chr12,IFITM3P6,chr12:47135498-47138370,2872
100578079,100588389,chr9,CAVIN4,chr9:100578079-100588389,10310
47709734,47725567,chr12,ENDOU,chr12:47709734-47725567,15833
85934737,85935663,chr11,SLC25A1P1,chr11:85934737-85935663,926
87329407,87330052,chr11,PSMA2P1,chr11:87329407-87330052,645
41955234,42087830,chr18,PIK3C3,chr18:41955234-42087830,132596
75576496,75630716,chr4,CDKL2,chr4:75576496-75630716,54220
98288109,98708935,chr9,GABBR2,chr9:98288109-98708935,420826
113105788,113120685,chr13,F7,chr13:113105788-113120685,14897
88725955,89111398,chr4,FAM13A,chr4:88725955-89111398,385443
55436056,55572988,chr7,VOPP1,chr7:55436056-55572988,136932
15112363,15114698,chr12,RERG-IT1,chr12:15112363-15114698,2335
41237440,41237557,chr9,RNA5SP530,chr9:41237440-41237557,117
44752558,44862788,chr22,ARHGAP8,chr22:44752558-44862788,110230
98868535,98948006,chr6,FBXL4,chr6:98868535-98948006,79471
100581079,100581379,chr9,RN7SKP87,chr9:100581079-100581379,300
27270830,27275192,chr13,RASL11A,chr13:27270830-27275192,4362
89326625,89352722,chr6,UBE2J1,chr6:89326625-89352722,26097
108848416,108974476,chr6,ARMC2,chr6:108848416-108974476,126060
127397138,127408424,chr9,SLC2A8,chr9:127397138-127408424,11286
2877223,2941138,chr12,TULP3,chr12:2877223-2941138,63915
50458436,50565405,chr7,DDC,chr7:50458436-50565405,106969
39097224,39104067,chr22,APOBEC3H,chr22:39097224-39104067,6843
46125920,46211871,chr13,LCP1,chr13:46125920-46211871,85951
7298744,7355359,chr8,FAM66B,chr8:7298744-7355359,56615
133149294,133208606,chr4,PCDH10,chr4:133149294-133208606,59312
48727435,48765790,chr12,TEX49,chr12:48727435-48765790,38355
152618628,152680012,chr4,TMEM154,chr4:152618628-152680012,61384
39755025,40106089,chr12,SLC2A13,chr12:39755025-40106089,351064
66842835,66846552,chr11,RCE1,chr11:66842835-66846552,3717
29500840,29784759,chr12,TMTC1,chr12:29500840-29784759,283919
45647689,45665622,chr11,CHST1,chr11:45647689-45665622,17933
40749925,40811184,chr4,NSUN7,chr4:40749925-40811184,61259
55681074,55713252,chr7,FKBP9P1,chr7:55681074-55713252,32178
36153254,36301538,chr7,EEPD1,chr7:36153254-36301538,148284
93130056,93148385,chr7,SAMD9L,chr7:93130056-93148385,18329
45777242,45851753,chr13,SIAH3,chr13:45777242-45851753,74511
112616703,112617880,chr6,PA2G4P5,chr6:112616703-112617880,1177
105096822,105137157,chr6,BVES,chr6:105096822-105137157,40335
140859807,141212877,chr4,RNF150,chr4:140859807-141212877,353070
12721906,12756073,chr8,LONRF1,chr8:12721906-12756073,34167
122849078,122879641,chr10,FAM24B,chr10:122849078-122879641,30563
118589997,118595648,chr10,PRLHR,chr10:118589997-118595648,5651
46211940,46277366,chr13,LRRC63,chr13:46211940-46277366,65426
127738317,127778710,chr9,SH2D3C,chr9:127738317-127778710,40393
102714538,102743492,chr10,SFXN2,chr10:102714538-102743492,28954
979073,993440,chr4,SLC26A1,chr4:979073-993440,14367
101053776,101416508,chr13,NALCN,chr13:101053776-101416508,362732
85957175,86069882,chr11,PICALM,chr11:85957175-86069882,112707
52051304,52097299,chr4,SPATA18,chr4:52051304-52097299,45995
113751262,113783429,chr10,PLEKHS1,chr10:113751262-113783429,32167
8317736,8386439,chr8,PRAG1,chr8:8317736-8386439,68703
116106921,116108430,chrX,API5P1,chrX:116106921-116108430,1509
25803298,25804526,chr12,TDGP1,chr12:25803298-25804526,1228
142147162,142224685,chr6,VTA1,chr6:142147162-142224685,77523
68277745,68295862,chr15,FEM1B,chr15:68277745-68295862,18117
40344344,40346151,chr6,LINC00951,chr6:40344344-40346151,1807
116100851,116249497,chr6,NT5DC1,chr6:116100851-116249497,148646
88824153,88881078,chr14,TTC8,chr14:88824153-88881078,56925
102743948,102834516,chr10,WBP1L,chr10:102743948-102834516,90568
125823546,125853695,chr10,BCCIP,chr10:125823546-125853695,30149
20034368,20056046,chr20,CRNKL1,chr20:20034368-20056046,21678
40056850,40158252,chr4,N4BP2,chr4:40056850-40158252,101402
94543840,94621421,chr11,PIWIL4,chr11:94543840-94621421,77581
56651343,57029811,chr18,WDR7,chr18:56651343-57029811,378468
20350578,20377251,chr22,USP41,chr22:20350578-20377251,26673
72836745,73142318,chr11,FCHSD2,chr11:72836745-73142318,305573
134327063,134328798,chr4,PES1P1,chr4:134327063-134328798,1735
154585133,154586816,chrX,CTAG1A,chrX:154585133-154586816,1683
36136536,36163913,chr9,GLIPR2,chr9:36136536-36163913,27377
3927309,4015558,chr20,RNF24,chr20:3927309-4015558,88249
129738949,129769536,chrX,XPNPEP2,chrX:129738949-129769536,30587
121989163,122254545,chr10,TACC2,chr10:121989163-122254545,265382
23966888,23972556,chr22,DDTL,chr22:23966888-23972556,5668
144646156,144745271,chr4,HHIP,chr4:144646156-144745271,99115
125986479,126203817,chr6,TRMT11,chr6:125986479-126203817,217338
692498,705808,chr16,FBXL16,chr16:692498-705808,13310
128128529,128130628,chr9,PTGES2-AS1,chr9:128128529-128130628,2099
4023917,4024444,chr20,FTLP3,chr20:4023917-4024444,527
78215293,78418348,chr11,GAB2,chr11:78215293-78418348,203055
110673856,110795819,chrX,CHRDL1,chrX:110673856-110795819,121963
100539203,100568220,chr7,AGFG2,chr7:100539203-100568220,29017
148078762,148444698,chr4,NR3C2,chr4:148078762-148444698,365936
92528773,92540481,chr7,RBM48,chr7:92528773-92540481,11708
92468380,92477986,chr7,ERVW-1,chr7:92468380-92477986,9606
32052197,32101856,chr20,HCK,chr20:32052197-32101856,49659
29073035,29168333,chr22,KREMEN1,chr22:29073035-29168333,95298
44467897,44468304,chr7,RPL32P18,chr7:44467897-44468304,407
90251204,90915052,chr11,DISC1FP1,chr11:90251204-90915052,663848
111245099,111270483,chrX,CAPN6,chrX:111245099-111270483,25384
128342153,128342770,chr9,TMSB4XP4,chr9:128342153-128342770,617
15417215,15766649,chr8,TUSC3,chr8:15417215-15766649,349434
56056590,56394094,chr6,COL21A1,chr6:56056590-56394094,337504
100644195,100675788,chrX,SRPX2,chrX:100644195-100675788,31593
54752250,54759974,chr7,SEC61G,chr7:54752250-54759974,7724
77589391,77610356,chr11,AQP11,chr11:77589391-77610356,20965
39603536,39609777,chr17,NEUROD2,chr17:39603536-39609777,6241
94973709,94999519,chr11,KDM4D,chr11:94973709-94999519,25810
32927910,32945106,chr17,TMEM98,chr17:32927910-32945106,17196
34957608,34982544,chr9,PHF24,chr9:34957608-34982544,24936
55595229,55636698,chr4,NMU,chr4:55595229-55636698,41469
92141298,92160114,chr9,LINC00475,chr9:92141298-92160114,18816
54842008,54902826,chr14,GCH1,chr14:54842008-54902826,60818
102765888,102773811,chr13,TEX30,chr13:102765888-102773811,7923
158201604,158255416,chr4,TMEM144,chr4:158201604-158255416,53812
90131515,90192894,chr11,NAALAD2,chr11:90131515-90192894,61379
120505920,120604074,chrX,CUL4B,chrX:120505920-120604074,98154
49900311,49932764,chr12,LINC02395,chr12:49900311-49932764,32453
34255218,34257203,chr17,CCL2,chr17:34255218-34257203,1985
29748309,29798492,chr8,LINC02099,chr8:29748309-29798492,50183
74202705,74336472,chr15,CCDC33,chr15:74202705-74336472,133767
100725705,100738224,chr14,DLK1,chr14:100725705-100738224,12519
25841725,26045413,chr8,EBF2,chr8:25841725-26045413,203688
102047437,102084554,chr11,CFAP300,chr11:102047437-102084554,37117
62183028,62203568,chr20,MTG2,chr20:62183028-62203568,20540
107176286,107177530,chr11,ASS1P13,chr11:107176286-107177530,1244
106051098,106077459,chr11,KBTBD3,chr11:106051098-106077459,26361
21242232,21526112,chr18,GREB1L,chr18:21242232-21526112,283880
100779410,100861031,chr14,MEG3,chr14:100779410-100861031,81621
134960378,135103056,chr6,HBS1L,chr6:134960378-135103056,142678
30628988,30695869,chr12,IPO8,chr12:30628988-30695869,66881
94493979,94499578,chr11,ANKRD49,chr11:94493979-94499578,5599
614746,738106,chr8,ERICH1,chr8:614746-738106,123360
113815630,113845744,chr13,GAS6-AS1,chr13:113815630-113845744,30114
113820549,113864076,chr13,GAS6,chr13:113820549-113864076,43527
50103982,50111313,chr12,GPD1,chr12:50103982-50111313,7331
153710160,153760024,chr4,RNF175,chr4:153710160-153760024,49864
52250466,52258867,chr12,KRT87P,chr12:52250466-52258867,8401
73051710,73305205,chr15,NEO1,chr15:73051710-73305205,253495
158270378,158278676,chr4,AIDAP2,chr4:158270378-158278676,8298
49791146,49828750,chr12,NCKAP5L,chr12:49791146-49828750,37604
30578318,30658236,chr8,GTF2E2,chr8:30578318-30658236,79918
155206529,155209027,chr4,NPY2R-AS1,chr4:155206529-155209027,2498
88695913,88697829,chr4,NAP1L5,chr4:88695913-88697829,1916
48053323,48095131,chr13,MED4,chr13:48053323-48095131,41808
53567071,53609907,chr20,ZNF217,chr20:53567071-53609907,42836
113550837,113589602,chr10,HABP2,chr10:113550837-113589602,38765
124664048,124712732,chr4,ANKRD50,chr4:124664048-124712732,48684
45888625,45891208,chr20,NEURL2,chr20:45888625-45891208,2583
125956770,125980244,chr6,HINT3,chr6:125956770-125980244,23474
48771128,48771827,chr13,PSME2P2,chr13:48771128-48771827,699
2088708,2135898,chr16,PKD1,chr16:2088708-2135898,47190
83834099,83921465,chr9,KIF27,chr9:83834099-83921465,87366
122458551,122514907,chr10,HTRA1,chr10:122458551-122514907,56356
130839347,131063322,chr6,EPB41L2,chr6:130839347-131063322,223975
50934867,50959140,chr20,DPM1,chr20:50934867-50959140,24273
100894770,101038859,chr14,MEG8,chr14:100894770-101038859,144089
83968083,83980616,chr9,HNRNPK,chr9:83968083-83980616,12533
128096659,128126423,chr10,MKI67,chr10:128096659-128126423,29764
13770939,13938638,chrX,GPM6B,chrX:13770939-13938638,167699
93188534,93226469,chr7,HEPACAM2,chr7:93188534-93226469,37935
44680173,45068510,chr18,SETBP1,chr18:44680173-45068510,388337
128809700,128875224,chr4,JADE1,chr4:128809700-128875224,65524
20144855,20183206,chr8,SLC18A1,chr8:20144855-20183206,38351
40219304,40284136,chr17,WIPF2,chr17:40219304-40284136,64832
110002631,110182734,chrX,TMEM164,chrX:110002631-110182734,180103
124748149,124791887,chr10,EEF1AKMT2,chr10:124748149-124791887,43738
93721513,93721865,chr11,SCARNA9,chr11:93721513-93721865,352
110358816,110456334,chrX,RTL9,chrX:110358816-110456334,97518
96518110,96587452,chr10,TM9SF3,chr10:96518110-96587452,69342
101066724,101066801,chr14,MIR656,chr14:101066724-101066801,77
101068283,101072937,chr14,MEG9,chr14:101068283-101072937,4654
29554808,29581327,chr22,NIPSNAP1,chr22:29554808-29581327,26519
36194869,36196758,chr17,CCL3L3,chr17:36194869-36196758,1889
35235475,35796550,chr8,UNC5D,chr8:35235475-35796550,561075
106489745,106535662,chr13,EFNB2,chr13:106489745-106535662,45917
2275881,2340746,chr16,ABCA3,chr16:2275881-2340746,64865
35658290,35661511,chr9,CCDC107,chr9:35658290-35661511,3221
93818232,93850618,chr11,VSTM5,chr11:93818232-93850618,32386
24078662,24115010,chr14,NRL,chr14:24078662-24115010,36348
93885396,93890753,chr7,TFPI2,chr7:93885396-93890753,5357
35658875,35675866,chr9,ARHGEF39,chr9:35658875-35675866,16991
24094053,24110598,chr14,PCK2,chr14:24094053-24110598,16545
32970376,32997877,chr17,SPACA3,chr17:32970376-32997877,27501
47661249,47706030,chr12,RPAP3,chr12:47661249-47706030,44781
68683779,68691175,chr11,GAL,chr11:68683779-68691175,7396
46118278,46129863,chr20,CD40,chr20:46118278-46129863,11585
78437431,78501453,chr15,IREB2,chr15:78437431-78501453,64022
35696948,35732195,chr9,TLN1,chr9:35696948-35732195,35247
24114195,24125242,chr14,DCAF11,chr14:24114195-24125242,11047
107790991,107928293,chr11,SLC35F2,chr11:107790991-107928293,137302
45729706,45908040,chr12,ARID2,chr12:45729706-45908040,178334
38078262,38124770,chr17,NPEPPSP1,chr17:38078262-38124770,46508
38351844,38405593,chr17,SOCS7,chr17:38351844-38405593,53749
75023586,75117462,chr15,PPCDC,chr15:75023586-75117462,93876
74173710,74176872,chr15,ISLR,chr15:74173710-74176872,3162
74350768,74364620,chr15,PPIAP46,chr15:74350768-74364620,13852
27596917,27614700,chr8,CLU,chr8:27596917-27614700,17783
174636920,174829247,chr4,GLRA3,chr4:174636920-174829247,192327
73319859,73368958,chr15,HCN4,chr15:73319859-73368958,49099
35749287,35758585,chr9,RGP1,chr9:35749287-35758585,9298
38646822,38907430,chr12,CPNE8,chr12:38646822-38907430,260608
2922662,2923202,chr16,RPL23AP86,chr16:2922662-2923202,540
174236658,174283667,chr4,FBXO8,chr4:174236658-174283667,47009
95578202,95644706,chr13,DZIP1,chr13:95578202-95644706,66504
98385801,98386584,chr7,RPS3AP26,chr7:98385801-98386584,783
84687351,84764598,chr6,TBX18,chr6:84687351-84764598,77247
49961872,49965682,chr12,AQP5,chr12:49961872-49965682,3810
102110447,102233424,chr11,YAP1,chr11:102110447-102233424,122977
157076125,157172090,chr4,GLRB,chr4:157076125-157172090,95965
41812680,41823213,chr17,FKBP10,chr17:41812680-41823213,10533
54556970,54571726,chr7,VSTM2A-OT1,chr7:54556970-54571726,14756
54058254,54122235,chr12,FLJ12825,chr12:54058254-54122235,63981
56511002,56512703,chr12,HSPD1P4,chr12:56511002-56512703,1701
30638580,30646064,chr8,SMIM18,chr8:30638580-30646064,7484
29336,38321,chr16,IL9RP3,chr16:29336-38321,8985
48105139,48146404,chr12,PFKM,chr12:48105139-48146404,41265
81699010,81770438,chr7,HGF,chr7:81699010-81770438,71428
127135426,127196591,chr10,INSYN2A,chr10:127135426-127196591,61165
636817,648474,chr16,MCRIP2,chr16:636817-648474,11657
35906202,35907136,chr9,HRCT1,chr9:35906202-35907136,934
35909490,35937153,chr9,SPAAR,chr9:35909490-35937153,27663
120851305,120909524,chr10,WDR11,chr10:120851305-120909524,58219
20341669,20622499,chr9,MLLT3,chr9:20341669-20622499,280830
29730956,29767011,chr22,ZMAT5,chr22:29730956-29767011,36055
136256627,136289851,chr6,BCLAF1,chr6:136256627-136289851,33224
525155,527407,chr16,LINC00235,chr16:525155-527407,2252
24143362,24147570,chr14,PSME2,chr14:24143362-24147570,4208
2253116,2268397,chr16,RNPS1,chr16:2253116-2268397,15281
143424753,143426013,chr4,RPSAP36,chr4:143424753-143426013,1260
119167720,119178812,chr10,PRDX3,chr10:119167720-119178812,11092
67785273,67792335,chr11,ALG1L8P,chr11:67785273-67792335,7062
137434364,137441816,chr9,ENTPD8,chr9:137434364-137441816,7452
169094259,169270956,chr4,SH3RF1,chr4:169094259-169270956,176697
57599794,57610104,chr7,NCOR1P3,chr7:57599794-57610104,10310
97435909,97446017,chr10,EXOSC1,chr10:97435909-97446017,10108
137459952,137550402,chr9,PNPLA7,chr9:137459952-137550402,90450
30131671,30144665,chr8,MBOAT4,chr8:30131671-30144665,12994
56005715,56007176,chr15,CNOT6LP1,chr15:56005715-56007176,1461
114294824,114404756,chr10,AFAP1L2,chr10:114294824-114404756,109932
24146683,24160660,chr14,RNF31,chr14:24146683-24160660,13977
103907189,104164379,chr11,PDGFD,chr11:103907189-104164379,257190
97851677,97872542,chr7,ASNS,chr7:97851677-97872542,20865
75604700,75635994,chr13,LMO7-AS1,chr13:75604700-75635994,31294
125725634,125752110,chr10,EDRF1-AS1,chr10:125725634-125752110,26476
19063346,19064136,chr17,SNORD3B-2,chr17:19063346-19064136,790
27633868,27676776,chr8,SCARA3,chr8:27633868-27676776,42908
16726814,16727524,chr9,BNC2-AS1,chr9:16726814-16727524,710
123008979,123058290,chr10,ACADSB,chr10:123008979-123058290,49311
12570350,12571130,chr8,RPS3AP34,chr8:12570350-12571130,780
841690,969090,chr9,DMRT1,chr9:841690-969090,127400
105532169,105567677,chr7,RINT1,chr7:105532169-105567677,35508
24161265,24166565,chr14,IRF9,chr14:24161265-24166565,5300
110644336,110839468,chr10,RBM20,chr10:110644336-110839468,195132
43527844,43579620,chr17,ETV4,chr17:43527844-43579620,51776
31751179,32428131,chr7,PDE1C,chr7:31751179-32428131,676952
153780591,153789083,chr4,SFRP2,chr4:153780591-153789083,8492
26748150,26867278,chr8,ADRA1A,chr8:26748150-26867278,119128
89236383,89307800,chr4,GPRIN3,chr4:89236383-89307800,71417
56467617,56503681,chr4,SRP72,chr4:56467617-56503681,36064
54016931,54056030,chr12,HOXC4,chr12:54016931-54056030,39099
120902393,120929173,chr9,TRAF1,chr9:120902393-120929173,26780
23678697,23682938,chr8,NKX3-1,chr8:23678697-23682938,4241
38530031,38605952,chr17,SRCIN1,chr17:38530031-38605952,75921
119364359,119526664,chr11,USP2-AS1,chr11:119364359-119526664,162305
68052859,68121444,chr11,CHKA,chr11:68052859-68121444,68585
39667981,39670475,chr17,PNMT,chr17:39667981-39670475,2494
1392794,1445440,chr5,SLC6A3,chr5:1392794-1445440,52646
98214624,98252232,chr7,TECPR1,chr7:98214624-98252232,37608
27022546,27066343,chr12,MED21,chr12:27022546-27066343,43797
117241093,117279430,chr10,SLC18A2,chr10:117241093-117279430,38337
74337759,74367646,chr15,CYP11A1,chr15:74337759-74367646,29887
2692874,2760108,chr20,EBF4,chr20:2692874-2760108,67234
121203159,121203435,chr9,RN7SL181P,chr9:121203159-121203435,276
25427847,25458476,chr8,KCTD9,chr8:25427847-25458476,30629
94743668,94757681,chr4,BMPR1B-DT,chr4:94743668-94757681,14013
101468349,101482199,chr9,TMEM246-AS1,chr9:101468349-101482199,13850
125219962,125302078,chr6,HDDC2,chr6:125219962-125302078,82116
101473170,101533537,chr9,PGAP4,chr9:101473170-101533537,60367
101533853,101563344,chr9,RNF20,chr9:101533853-101563344,29491
124801819,124836667,chr10,ABRAXAS2,chr10:124801819-124836667,34848
151396515,151409364,chrX,VMA21,chrX:151396515-151409364,12849
2794074,2800627,chr20,CPXM1,chr20:2794074-2800627,6553
74179466,74212267,chr15,STRA6,chr15:74179466-74212267,32801
2835314,2841190,chr20,PCED1A,chr20:2835314-2841190,5876
1317752,1345099,chr5,CLPTM1L,chr5:1317752-1345099,27347
106900164,106930861,chrX,CLDN2,chrX:106900164-106930861,30697
55753653,55875590,chr6,BMP5,chr6:55753653-55875590,121937
115030564,115126314,chr7,LINC01393,chr7:115030564-115126314,95750
101219769,101264502,chrX,DRP2,chrX:101219769-101264502,44733
68201349,68225810,chr12,IL26,chr12:68201349-68225810,24461
280450,283010,chr16,ARHGDIG,chr16:280450-283010,2560
36210924,36212878,chr17,CCL4L2,chr17:36210924-36212878,1954
23296897,23425328,chr8,LOXL2,chr8:23296897-23425328,128431
24209615,24213830,chr14,CHMP4A,chr14:24209615-24213830,4215
132296055,132401475,chr6,MOXD1,chr6:132296055-132401475,105420
29673922,29748109,chr8,LINC00589,chr8:29673922-29748109,74187
123666355,123697399,chr10,GPR26,chr10:123666355-123697399,31044
37289649,37317260,chr20,MANBAL,chr20:37289649-37317260,27611
115093365,115948999,chr10,ATRNL1,chr10:115093365-115948999,855634
25459199,25507911,chr8,CDCA2,chr8:25459199-25507911,48712
100508194,100881372,chr6,ASCC3,chr6:100508194-100881372,373178
52249300,52309163,chr12,KRT86,chr12:52249300-52309163,59863
30607003,30627271,chr22,TCN2,chr22:30607003-30627271,20268
604257,610309,chr20,TCF15,chr20:604257-610309,6052
73308276,73369388,chr11,ARHGEF17,chr11:73308276-73369388,61112
45886491,45887622,chr20,SPATA25,chr20:45886491-45887622,1131
163323962,163344832,chr4,NPY1R,chr4:163323962-163344832,20870
101832112,101857577,chrX,NXF5,chrX:101832112-101857577,25465
4787332,4788584,chr8,PAICSP4,chr8:4787332-4788584,1252
24216857,24232367,chr14,NEDD8,chr14:24216857-24232367,15510
163494442,163520539,chr4,TMA16,chr4:163494442-163520539,26097
97674909,97697340,chr9,XPA,chr9:97674909-97697340,22431
74748849,74842413,chr11,RNF169,chr11:74748849-74842413,93564
24239643,24242674,chr14,TINF2,chr14:24239643-24242674,3031
137447570,137459334,chr9,NSMF,chr9:137447570-137459334,11764
125784980,125823258,chr10,UROS,chr10:125784980-125823258,38278
94451857,94668227,chr4,PDLIM5,chr4:94451857-94668227,216370
64034344,64039962,chr20,C20orf204,chr20:64034344-64039962,5618
23879493,23879790,chr22,RN7SL268P,chr22:23879493-23879790,297
362835,397559,chr20,TRIB3,chr20:362835-397559,34724
67351436,67352039,chr12,MRPL40P1,chr12:67351436-67352039,603
7396138,7830081,chr5,ADCY2,chr5:7396138-7830081,433943
63538489,63547749,chr20,SRMS,chr20:63538489-63547749,9260
48508959,48520814,chrX,PORCN,chrX:48508959-48520814,11855
24181487,24189106,chr22,SUSD2,chr22:24181487-24189106,7619
24249114,24264432,chr14,TGM1,chr14:24249114-24264432,15318
8450701,8486930,chr5,MIR4458HG,chr5:8450701-8486930,36229
16616848,16617881,chr17,SRSF6P2,chr17:16616848-16617881,1033
20408311,20434286,chr17,USP32P3,chr17:20408311-20434286,25975
16067139,16180762,chr5,MARCHF11,chr5:16067139-16180762,113623
9463320,9741037,chrX,TBL1X,chrX:9463320-9741037,277717
38681957,38685421,chr22,TOMM22,chr22:38681957-38685421,3464
12945642,13031503,chr8,TRMT9B,chr8:12945642-13031503,85861
41825057,41836260,chr17,NT5C3B,chr17:41825057-41836260,11203
99966720,99976042,chr7,AZGP1,chr7:99966720-99976042,9322
64103802,64107565,chr20,NPBWR2,chr20:64103802-64107565,3763
13995369,16053197,chr20,MACROD2,chr20:13995369-16053197,2057828
57906039,57959148,chr12,ATP23,chr12:57906039-57959148,53109
79773563,79935460,chr12,PPP1R12A,chr12:79773563-79935460,161897
102396332,102470384,chr11,TMEM123,chr11:102396332-102470384,74052
123154402,123170467,chr10,BUB3,chr10:123154402-123170467,16065
1456480,1523962,chr5,LPCAT1,chr5:1456480-1523962,67482
49994513,50012659,chr22,IL17REL,chr22:49994513-50012659,18146
60951,71626,chr19,WASH5P,chr19:60951-71626,10675
18288283,18316996,chr20,ZNF133,chr20:18288283-18316996,28713
