start,end,chrom,gene_symbol,segment_id,length
39209116,39603528,chr13,LHFPL6,chr13:39209116-39603528,394412
73242651,73245979,chr14,PAPLN-AS1,chr14:73242651-73245979,3328
71044375,71044640,chr14,GTF3AP2,chr14:71044375-71044640,265
43300263,43300595,chr14,HNRNPUP1,chr14:43300263-43300595,332
81777016,81777613,chr14,RPL9P6,chr14:81777016-81777613,597
69484692,69531551,chr14,PLEKHD1,chr14:69484692-69531551,46859
31063306,31115699,chr13,WDR95P,chr13:31063306-31115699,52393
6909242,7033118,chr4,TBC1D14,chr4:6909242-7033118,123876
59071462,59071803,chr13,POLR3KP1,chr13:59071462-59071803,341
66012830,66013789,chr14,YBX1P1,chr14:66012830-66013789,959
62323657,62328833,chr13,LINC00459,chr13:62323657-62328833,5176
74498183,74612378,chr14,LTBP2,chr14:74498183-74612378,114195
57314739,57315909,chr13,SLC25A5P4,chr13:57314739-57315909,1170
60618991,61176758,chr13,LINC00378,chr13:60618991-61176758,557767
52511252,52511568,chr20,MRPS33P4,chr20:52511252-52511568,316
34546854,34560345,chr20,MAP1LC3A,chr20:34546854-34560345,13491
76834429,76834888,chr18,RPL26P35,chr18:76834429-76834888,459
69831158,69961803,chr18,CD226,chr18:69831158-69961803,130645
24252749,24254439,chr13,SPATA13-AS1,chr13:24252749-24254439,1690
27162855,27169135,chr13,USP12-AS1,chr13:27162855-27169135,6280
75156388,75304885,chrX,UPRT,chrX:75156388-75304885,148497
8097824,8099774,chr20,PHKBP1,chr20:8097824-8099774,1950
30403123,30403384,chr20,MLLT10P1,chr20:30403123-30403384,261
38617419,38617940,chr13,PRDX3P3,chr13:38617419-38617940,521
57173453,57173632,chr13,PRR20FP,chr13:57173453-57173632,179
25195693,25228075,chr20,ENTPD6,chr20:25195693-25228075,32382
67266845,67267706,chr13,RPSAP53,chr13:67266845-67267706,861
58751047,58752233,chr13,DNAJA1P1,chr13:58751047-58752233,1186
53099397,53151914,chr13,LINC01065,chr13:53099397-53151914,52517
32018825,32073219,chr18,RNF125,chr18:32018825-32073219,54394
9583942,9584131,chr4,SNRPCP13,chr4:9583942-9584131,189
94319038,94320025,chrX,TUBB4BP8,chrX:94319038-94320025,987
60012734,60044357,chr13,DIAPH3-AS1,chr13:60012734-60044357,31623
9781634,9784009,chr4,DRD5,chr4:9781634-9784009,2375
84755136,84756003,chrX,SETP4,chrX:84755136-84756003,867
76703444,76704254,chr18,ARL2BPP1,chr18:76703444-76704254,810
68289679,68291280,chr13,ELL2P3,chr13:68289679-68291280,1601
10006482,10009725,chr4,SLC2A9-AS1,chr4:10006482-10009725,3243
51095836,51224432,chrX,LINC01284,chrX:51095836-51224432,128596
65787932,65788764,chr13,HNRNPA3P5,chr13:65787932-65788764,832
42950928,42951014,chr21,MIR5692B,chr21:42950928-42951014,86
67790407,67790794,chr13,BCRP9,chr13:67790407-67790794,387
42974510,43033931,chr21,PKNOX1,chr21:42974510-43033931,59421
6026199,6200591,chr4,JAKMIP1,chr4:6026199-6200591,174392
49876724,49879241,chrX,USP27X-DT,chrX:49876724-49879241,2517
42272152,42323261,chr13,AKAP11,chr13:42272152-42323261,51109
62843697,62844306,chrX,MTND2P25,chrX:62843697-62844306,609
31753867,31908033,chr22,DEPDC5,chr22:31753867-31908033,154166
84317874,84502479,chrX,HDX,chrX:84317874-84502479,184605
61905255,62187118,chr18,PIGN,chr18:61905255-62187118,281863
44143150,44161257,chr13,SMIM2,chr13:44143150-44161257,18107
100149783,100151340,chrX,CTDSPL2P1,chrX:100149783-100151340,1557
95499604,95500036,chrX,CALM1P1,chrX:95499604-95500036,432
72708367,72727629,chr13,MZT1,chr13:72708367-72727629,19262
79369364,79370165,chrX,CORO1CP1,chrX:79369364-79370165,801
82875649,82875885,chrX,EIF3MP1,chrX:82875649-82875885,236
78554412,78554751,chrX,UBE2V1P7,chrX:78554412-78554751,339
69485343,69485652,chrX,CYCSP43,chrX:69485343-69485652,309
51498490,51511005,chrX,LINC01496,chrX:51498490-51511005,12515
73126037,73128080,chrX,NAP1L6P,chrX:73126037-73128080,2043
74493756,74497106,chr14,ISCA2,chr14:74493756-74497106,3350
90289536,90289903,chrX,UBE2V1P9,chrX:90289536-90289903,367
91434595,91438584,chrX,PABPC5,chrX:91434595-91438584,3989
25168969,25190643,chr13,LINC01053,chr13:25168969-25190643,21674
43053191,43076943,chr21,CBS,chr21:43053191-43076943,23752
73077276,73079512,chrX,PABPC1L2A,chrX:73077276-73079512,2236
89367435,89367600,chrX,SRIP2,chrX:89367435-89367600,165
100969708,100990831,chrX,ARL13A,chrX:100969708-100990831,21123
62672285,62796714,chr13,LINC00448,chr13:62672285-62796714,124429
75427716,75474111,chr14,JDP2,chr14:75427716-75474111,46395
98389512,98390919,chrX,EEF1A1P15,chrX:98389512-98390919,1407
71675067,71675469,chr13,H3P36,chr13:71675067-71675469,402
80669503,80809877,chrX,BRWD3,chrX:80669503-80809877,140374
58211697,58233117,chr13,LINC00374,chr13:58211697-58233117,21420
61409685,61415522,chr13,PCDH20,chr13:61409685-61415522,5837
39009865,39038089,chr13,PROSER1,chr13:39009865-39038089,28224
88384924,88470350,chr14,SPATA7,chr14:88384924-88470350,85426
48539714,48562609,chrX,TBC1D25,chrX:48539714-48562609,22895
2793071,2841098,chr4,SH3BP2,chr4:2793071-2841098,48027
86798598,86799226,chrX,COPS8P1,chrX:86798598-86799226,628
87703343,87704203,chrX,RPSAP15,chrX:87703343-87704203,860
92113246,92114461,chrX,EIF4A1P10,chrX:92113246-92114461,1215
64432401,64434145,chrX,SHC1P1,chrX:64432401-64434145,1744
69616067,70039472,chrX,EDA,chrX:69616067-70039472,423405
68331338,68331613,chr13,RPL37P21,chr13:68331338-68331613,275
48583093,48583339,chrX,MRPL32P1,chrX:48583093-48583339,246
85861180,86047561,chrX,CHM,chrX:85861180-86047561,186381
49187479,49187670,chr13,COX7CP1,chr13:49187479-49187670,191
45534522,45615739,chr13,ERICH6B,chr13:45534522-45615739,81217
90039213,90039834,chrX,STAU2P1,chrX:90039213-90039834,621
72181353,72302926,chrX,PIN4,chrX:72181353-72302926,121573
37534940,37551536,chr13,LINC00547,chr13:37534940-37551536,16596
54440704,54441315,chr13,RPL13AP25,chr13:54440704-54441315,611
33016423,33066143,chr13,KL,chr13:33016423-33066143,49720
74473017,74473953,chrX,HNRNPA1P25,chrX:74473017-74473953,936
43115334,43115709,chr21,MRPL51P2,chr21:43115334-43115709,375
43140523,43141092,chr21,FRGCA,chr21:43140523-43141092,569
78699384,78699891,chrX,PPATP2,chrX:78699384-78699891,507
75740831,75746911,chrX,TTC3P1,chrX:75740831-75746911,6080
95610578,95610957,chrX,HNRNPDLP3,chrX:95610578-95610957,379
86481532,86481813,chrX,FCF1P9,chrX:86481532-86481813,281
43169008,43172805,chr21,CRYAA,chr21:43169008-43172805,3797
96195477,96195617,chrX,RPS29P28,chrX:96195477-96195617,140
76656866,77014532,chrX,MIR325HG,chrX:76656866-77014532,357666
63667681,63738018,chr13,LINC00395,chr13:63667681-63738018,70337
99656997,99657381,chrX,TEX101P1,chrX:99656997-99657381,384
86084716,86086339,chrX,STIP1P3,chrX:86084716-86086339,1623
43092956,43107570,chr21,U2AF1,chr21:43092956-43107570,14614
95973328,95974315,chrX,KAT7P1,chrX:95973328-95974315,987
84058346,84188199,chrX,RPS6KA6,chrX:84058346-84188199,129853
73407768,73408352,chr13,MARK2P12,chr13:73407768-73408352,584
24742677,24746184,chr13,IRX1P1,chr13:24742677-24746184,3507
40812309,40921749,chr13,TPTE2P5,chr13:40812309-40921749,109440
36070427,36165288,chr14,LINC00609,chr14:36070427-36165288,94861
76633714,76634028,chr14,CYCSP1,chr14:76633714-76634028,314
10074339,10116949,chr4,WDR1,chr4:10074339-10116949,42610
44962190,45074431,chr14,TOGARAM1,chr14:44962190-45074431,112241
52842889,52848641,chr13,PCDH8,chr13:52842889-52848641,5752
99886740,99887691,chrX,B3GNT2P1,chrX:99886740-99887691,951
23583645,23586510,chr20,CST9LP2,chr20:23583645-23586510,2865
85277396,85379717,chrX,POF1B,chrX:85277396-85379717,102321
62410237,62427539,chr20,RBBP8NL,chr20:62410237-62427539,17302
71845981,71846317,chr13,RPL35AP31,chr13:71845981-71846317,336
72782133,73016461,chr13,PIBF1,chr13:72782133-73016461,234328
11800463,11878429,chr20,LINC00687,chr20:11800463-11878429,77966
87517409,87670050,chrX,KLHL4,chrX:87517409-87670050,152641
23626706,23638473,chr20,CST3,chr20:23626706-23638473,11767
36034541,36079389,chr21,SETD4,chr21:36034541-36079389,44848
55074644,55075140,chr20,RPL12P4,chr20:55074644-55075140,496
58218495,58228653,chr20,ANKRD60,chr20:58218495-58228653,10158
91580696,91780707,chr14,CATSPERB,chr14:91580696-91780707,200011
55408898,55684915,chr20,LINC01440,chr20:55408898-55684915,276017
72727977,72728821,chrX,CAPZA1P3,chrX:72727977-72728821,844
80929500,80930347,chrX,VDAC1P1,chrX:80929500-80930347,847
98251679,98252543,chrX,RPL6P29,chrX:98251679-98252543,864
80560146,80562054,chrX,WBP11P3,chrX:80560146-80562054,1908
74173890,74174066,chrX,ATP5MKP1,chrX:74173890-74174066,176
100887636,100888590,chrX,HNRNPA1P27,chrX:100887636-100888590,954
3758748,3763390,chr4,LINC02600,chr4:3758748-3763390,4642
72301638,72307187,chrX,CITED1,chrX:72301638-72307187,5549
16501541,16898678,chr4,LDB2,chr4:16501541-16898678,397137
30377372,30399257,chr20,FRG1BP,chr20:30377372-30399257,21885
62938147,62948475,chr20,GID8,chr20:62938147-62948475,10328
23772785,23776169,chr20,CSTP2,chr20:23772785-23776169,3384
70148582,70149654,chrX,IGBP1-AS2,chrX:70148582-70149654,1072
57268924,57298742,chr14,AP5M1,chr14:57268924-57298742,29818
100843324,100874359,chrX,NOX1,chrX:100843324-100874359,31035
30323367,30362276,chr20,FAM242A,chr20:30323367-30362276,38909
33217310,33227806,chr20,BPIFA3,chr20:33217310-33227806,10496
73100575,73100985,chr13,FABP5P1,chr13:73100575-73100985,410
65467807,65468341,chr14,RPL21P8,chr14:65467807-65468341,534
77116568,77259495,chr14,TMEM63C,chr14:77116568-77259495,142927
72727749,72756198,chr13,BORA,chr13:72727749-72756198,28449
57648392,57711536,chr20,PMEPA1,chr20:57648392-57711536,63144
33403413,33479348,chr21,IFNGR2,chr21:33403413-33479348,75935
51332231,51337525,chrX,NUDT10,chrX:51332231-51337525,5294
93776911,93777384,chrX,USP37P1,chrX:93776911-93777384,473
74409518,74410100,chrX,RPS7P14,chrX:74409518-74410100,582
75888700,75888888,chrX,FOXN3P2,chrX:75888700-75888888,188
74376125,74376885,chrX,RPS6P26,chrX:74376125-74376885,760
76427710,76431342,chrX,MAGEE1,chrX:76427710-76431342,3632
73474563,73474830,chrX,MORF4L1P6,chrX:73474563-73474830,267
82998699,82999236,chrX,ATG4AP1,chrX:82998699-82999236,537
103356489,103358462,chrX,TCEAL9,chrX:103356489-103358462,1973
784957,826129,chr4,CPLX1,chr4:784957-826129,41172
75201491,75201790,chrX,BUD31P2,chrX:75201491-75201790,299
94636663,94639570,chrX,PAICSP7,chrX:94636663-94639570,2907
100155885,100156773,chrX,RPSAP8,chrX:100155885-100156773,888
76173040,76178314,chrX,PBDC1,chrX:76173040-76178314,5274
57563920,57982194,chr14,SLC35F4,chr14:57563920-57982194,418274
33485530,33491716,chr21,DNAJC28,chr21:33485530-33491716,6186
12639086,12641009,chr4,ECM1P2,chr4:12639086-12641009,1923
2658395,2664219,chr20,IDH3B,chr20:2658395-2664219,5824
45376191,45376382,chr21,MTCO1P3,chr21:45376191-45376382,191
45407386,45410065,chr21,COL18A1-AS2,chr21:45407386-45410065,2679
2462220,2625320,chr4,RNF4,chr4:2462220-2625320,163100
45419716,45425070,chr21,COL18A1-AS1,chr21:45419716-45425070,5354
87807549,87809883,chrX,MRPS22P1,chrX:87807549-87809883,2334
97431286,97642589,chrX,DIAPH2-AS1,chrX:97431286-97642589,211303
45478266,45478326,chr21,MIR6815,chr21:45478266-45478326,60
90209796,90210420,chrX,RNF19BPX,chrX:90209796-90210420,624
78656068,78659328,chrX,RTL3,chrX:78656068-78659328,3260
56310880,56427032,chr14,LINC02284,chr14:56310880-56427032,116152
45493572,45573365,chr21,SLC19A1,chr21:45493572-45573365,79793
83559896,83560312,chrX,POMPP1,chrX:83559896-83560312,416
75582676,75585506,chrX,BRAFP1,chrX:75582676-75585506,2830
103007461,103008072,chrX,NUDT19P2,chrX:103007461-103008072,611
86905778,86922755,chr14,LINC01148,chr14:86905778-86922755,16977
80335504,80445311,chrX,TENT5D,chrX:80335504-80445311,109807
53949736,53958761,chr14,BMP4,chr14:53949736-53958761,9025
91560436,91561597,chrX,SERBP1P4,chrX:91560436-91561597,1161
90112650,90113706,chrX,USP12PX,chrX:90112650-90113706,1056
81600072,81601306,chrX,PDK1P2,chrX:81600072-81601306,1234
80014753,80031774,chrX,TBX22,chrX:80014753-80031774,17021
37595847,38041442,chr14,TTC6,chr14:37595847-38041442,445595
89921908,89922883,chrX,TGIF2LX,chrX:89921908-89922883,975
45405165,45513720,chr21,COL18A1,chr21:45405165-45513720,108555
93287733,93288759,chrX,ST13P18,chrX:93287733-93288759,1026
68771322,68772578,chrX,ACTR3P2,chrX:68771322-68772578,1256
92459670,92460952,chrX,KRT18P11,chrX:92459670-92460952,1282
56729241,56819179,chrX,NBDY,chrX:56729241-56819179,89938
97975878,97978641,chrX,KPNB1P1,chrX:97975878-97978641,2763
93042490,93042942,chrX,DLGAP5P2,chrX:93042490-93042942,452
79323446,79325217,chrX,KIF4CP,chrX:79323446-79325217,1771
39791580,39791904,chrX,OOEPP1,chrX:39791580-39791904,324
98422138,98422809,chrX,HMGB1P32,chrX:98422138-98422809,671
59624904,59628295,chr20,PHACTR3-AS1,chr20:59624904-59628295,3391
81202102,81298547,chrX,SH3BGRL,chrX:81202102-81298547,96445
64958097,64959396,chr13,LGMNP1,chr13:64958097-64959396,1299
57328546,57328696,chr20,RPL39P39,chr20:57328546-57328696,150
63737511,63742804,chr13,OR7E156P,chr13:63737511-63742804,5293
73413473,73661891,chr13,LINC00393,chr13:73413473-73661891,248418
31311303,31311962,chr20,RPL31P3,chr20:31311303-31311962,659
107032248,107032820,chrX,EEF1A1P40,chrX:107032248-107032820,572
95584303,95584942,chrX,GTF3C6P1,chrX:95584303-95584942,639
58389229,58451101,chr20,VAPB,chr20:58389229-58451101,61872
76655498,76656559,chrX,TRAPPC13P1,chrX:76655498-76656559,1061
100956593,100957538,chrX,CSGALNACT2P1,chrX:100956593-100957538,945
80571871,80574607,chrX,HK2P1,chrX:80571871-80574607,2736
49028726,49043410,chrX,TFE3,chrX:49028726-49043410,14684
69700594,70108493,chr13,KLHL1,chr13:69700594-70108493,407899
3935447,3942519,chr4,ALG1L7P,chr4:3935447-3942519,7072
5897373,6200555,chr4,C4orf50,chr4:5897373-6200555,303182
87353070,87573022,chr14,LINC02296,chr14:87353070-87573022,219952
42098754,42099173,chrX,ATP5MC2P4,chrX:42098754-42099173,419
65900932,65901451,chr14,FTH1P13,chr14:65900932-65901451,519
57351223,57379211,chr20,RAE1,chr20:57351223-57379211,27988
101009346,101052116,chrX,TRMT2B,chrX:101009346-101052116,42770
65279267,65281166,chr14,PTBP1P,chr14:65279267-65281166,1899
24658072,24658375,chr4,ATP5MGP3,chr4:24658072-24658375,303
40786110,40786710,chr4,ARL4AP2,chr4:40786110-40786710,600
45135930,45200890,chr14,FANCM,chr14:45135930-45200890,64960
8846076,8871839,chr4,HMX1,chr4:8846076-8871839,25763
20392154,20394856,chr4,SLIT2-IT1,chr4:20392154-20394856,2702
21843341,21853188,chr4,KCNIP4-IT1,chr4:21843341-21853188,9847
13333414,13338657,chr4,HSP90AB2P,chr4:13333414-13338657,5243
14909961,15002045,chr4,CPEB2-DT,chr4:14909961-15002045,92084
22345071,22516066,chr4,ADGRA3,chr4:22345071-22516066,170995
100910712,100911489,chrX,NSA2P3,chrX:100910712-100911489,777
100855288,100856379,chrX,HNRNPA1P26,chrX:100855288-100856379,1091
96337236,96337912,chrX,BRDTP1,chrX:96337236-96337912,676
73237647,73238709,chrX,LRRFIP2P1,chrX:73237647-73238709,1062
86066227,86066468,chrX,NDUFA5P7,chrX:86066227-86066468,241
27424619,27435823,chr13,GTF3A,chr13:27424619-27435823,11204
107980864,107982370,chrX,TEX13B,chrX:107980864-107982370,1506
95638375,95638924,chrX,HNRNPDLP1,chrX:95638375-95638924,549
102006883,102007294,chrX,C3orf49P1,chrX:102006883-102007294,411
91982655,91983505,chrX,VDAC1P3,chrX:91982655-91983505,850
99719364,99721158,chrX,XRCC6P5,chrX:99719364-99721158,1794
56737242,56737577,chrX,UQCRBP1,chrX:56737242-56737577,335
100913445,100929433,chrX,XKRX,chrX:100913445-100929433,15988
119222564,119223245,chrX,NUDT19P6,chrX:119222564-119223245,681
75782987,75785254,chrX,MAGEE2,chrX:75782987-75785254,2267
83748825,83749939,chrX,TERF1P4,chrX:83748825-83749939,1114
47232866,47248328,chrX,USP11,chrX:47232866-47248328,15462
29214253,29291869,chr4,LINC02472,chr4:29214253-29291869,77616
9677308,9677934,chr4,ENPP7P11,chr4:9677308-9677934,626
8558725,8619761,chr4,GPR78,chr4:8558725-8619761,61036
73136418,73223691,chr14,PSEN1,chr14:73136418-73223691,87273
52972358,53495330,chr20,TSHZ2,chr20:52972358-53495330,522972
68783472,68785066,chrX,SERBP1P1,chrX:68783472-68785066,1594
94776739,94777567,chrX,CCNB1IP1P3,chrX:94776739-94777567,828
40834485,40836005,chrX,MKRN4P,chrX:40834485-40836005,1520
93388075,93389497,chrX,NT5DC1P1,chrX:93388075-93389497,1422
41304212,41357727,chr21,FAM3B,chr21:41304212-41357727,53515
30541643,30542897,chr13,MFAP1P1,chr13:30541643-30542897,1254
116436606,116461458,chrX,SLC6A14,chrX:116436606-116461458,24852
63038011,63053863,chr20,LINC01056,chr20:63038011-63053863,15852
38533343,38545299,chr13,LINC00437,chr13:38533343-38545299,11956
23514940,23515284,chr4,RFPL4AP3,chr4:23514940-23515284,344
52703264,52739820,chr13,CNMD,chr13:52703264-52739820,36556
31421436,31429180,chr20,DEFB122,chr20:31421436-31429180,7744
9468974,9469983,chr4,OR7E84P,chr4:9468974-9469983,1009
57329803,57343994,chr20,SPO11,chr20:57329803-57343994,14191
37685791,37732130,chrX,XK,chrX:37685791-37732130,46339
38772238,38782990,chr4,TLR10,chr4:38772238-38782990,10752
40735400,40738701,chrX,MED14OS,chrX:40735400-40738701,3301
106562774,106563404,chrX,SERPINA7P1,chrX:106562774-106563404,630
103206010,103206899,chrX,RPSAP59,chrX:103206010-103206899,889
87806433,87806769,chrX,RPL34P36,chrX:87806433-87806769,336
25645722,25646327,chrX,RANBP1P1,chrX:25645722-25646327,605
51406948,51408843,chrX,EZHIP,chrX:51406948-51408843,1895
57677067,57680260,chrX,NLRP2B,chrX:57677067-57680260,3193
93222220,93225015,chrX,AP2B1P1,chrX:93222220-93225015,2795
11117651,11665920,chrX,ARHGAP6,chrX:11117651-11665920,548269
9459255,9460244,chr4,OR7E86P,chr4:9459255-9460244,989
2234251,2234499,chr4,COX6B1P5,chr4:2234251-2234499,248
37453925,37623495,chr4,C4orf19,chr4:37453925-37623495,169570
26835755,26845409,chr21,ADAMTS1,chr21:26835755-26845409,9654
55853648,55905086,chr4,EXOC1,chr4:55853648-55905086,51438
31199975,31332276,chr13,B3GLCT,chr13:31199975-31332276,132301
51831797,51862912,chr20,LINC01429,chr20:51831797-51862912,31115
37903111,37945350,chr20,VSTM2L,chr20:37903111-37945350,42239
31404845,31412838,chr20,DEFB121,chr20:31404845-31412838,7993
29427400,29427883,chr20,RARRES2P11,chr20:29427400-29427883,483
58003904,58004648,chr20,LINC01742,chr20:58003904-58004648,744
34088309,34112243,chr20,EIF2S2,chr20:34088309-34112243,23934
62327988,62328384,chr13,RPL32P28,chr13:62327988-62328384,396
60916981,60945955,chr13,LINC01442,chr13:60916981-60945955,28974
32268228,32279049,chr21,MIS18A,chr21:32268228-32279049,10821
47763460,47764606,chr13,NAP1L4P3,chr13:47763460-47764606,1146
55999200,56000448,chr13,HNF4GP1,chr13:55999200-56000448,1248
57933837,57934803,chrX,MYCLP2,chrX:57933837-57934803,966
44283916,44286246,chrX,TATDN2P1,chrX:44283916-44286246,2330
32277863,32280988,chr21,MIS18A-AS1,chr21:32277863-32280988,3125
32306464,32308737,chr21,MRAP-AS1,chr21:32306464-32308737,2273
111624210,111624726,chrX,RPL18AP15,chrX:111624210-111624726,516
32291813,32314784,chr21,MRAP,chr21:32291813-32314784,22971
64047582,64049639,chr20,SOX18,chr20:64047582-64049639,2057
103075810,103093143,chrX,NXF3,chrX:103075810-103093143,17333
68654572,68655050,chr13,RPL12P34,chr13:68654572-68655050,478
66990886,67002007,chr13,PCDH9-AS4,chr13:66990886-67002007,11121
42777819,42779994,chr21,LINC01668,chr21:42777819-42779994,2175
25006230,25058980,chr20,ACSS1,chr20:25006230-25058980,52750
42843094,42879568,chr21,WDR4,chr21:42843094-42879568,36474
52219344,52334277,chr13,TPTE2P2,chr13:52219344-52334277,114933
26576437,26756223,chr4,TBC1D19,chr4:26576437-26756223,179786
36187497,36272157,chr18,MOCOS,chr18:36187497-36272157,84660
70177483,70205704,chrX,DGAT2L6,chrX:70177483-70205704,28221
71732615,71788128,chr18,LINC01899,chr18:71732615-71788128,55513
90366697,90367179,chr14,RPL21P11,chr14:90366697-90367179,482
108091668,108154671,chrX,ATG4A,chrX:108091668-108154671,63003
73490933,73493394,chr14,RIOX1,chr14:73490933-73493394,2461
73151241,73264480,chr18,LINC02864,chr18:73151241-73264480,113239
51771789,51772086,chr14,OR7E159P,chr14:51771789-51772086,297
44763153,44782829,chr14,LINC02302,chr14:44763153-44782829,19676
46996454,46997174,chr14,RPA2P1,chr14:46996454-46997174,720
59010332,59010604,chr13,HMGN2P39,chr13:59010332-59010604,272
81916231,81917888,chr14,EIF3LP1,chr14:81916231-81917888,1657
67326177,67379994,chr13,LINC00364,chr13:67326177-67379994,53817
44077534,44077884,chr14,EIF4BP1,chr14:44077534-44077884,350
38902387,38902650,chr13,PLA2G12AP2,chr13:38902387-38902650,263
54475593,54651169,chr20,DOK5,chr20:54475593-54651169,175576
49643555,49688422,chr14,POLE2,chr14:49643555-49688422,44867
72742314,72868146,chr18,NETO1,chr18:72742314-72868146,125832
68985058,68986064,chr13,ZDHHC20P4,chr13:68985058-68986064,1006
68861284,68885325,chr13,LINC00550,chr13:68861284-68885325,24041
79477364,79481231,chr13,NDFIP2-AS1,chr13:79477364-79481231,3867
42879644,42913304,chr21,NDUFV3,chr21:42879644-42913304,33660
66825169,66915031,chr13,PCDH9-AS2,chr13:66825169-66915031,89862
40931924,41061440,chr13,ELF1,chr13:40931924-41061440,129516
25734570,25772460,chr21,GABPA,chr21:25734570-25772460,37890
58515379,58619888,chr20,APCDD1L-DT,chr20:58515379-58619888,104509
42159283,42691422,chr18,LINC00907,chr18:42159283-42691422,532139
34833575,34834462,chr20,HMGB3P1,chr20:34833575-34834462,887
5507875,5510002,chr20,LINC01729,chr20:5507875-5510002,2127
49632945,49713878,chr20,B4GALT5,chr20:49632945-49713878,80933
34668994,34718227,chr21,CLIC6,chr21:34668994-34718227,49233
70040542,70049938,chrX,AWAT2,chrX:70040542-70049938,9396
35878476,35878733,chr20,HIGD1AP16,chr20:35878476-35878733,257
20253303,20253838,chr20,RPL17P1,chr20:20253303-20253838,535
37062846,37073170,chr21,PIGP,chr21:37062846-37073170,10324
33273480,33309871,chr20,BPIFB1,chr20:33273480-33309871,36391
108084207,108091549,chrX,PSMD10,chrX:108084207-108091549,7342
41220074,41256727,chr4,UCHL1-DT,chr4:41220074-41256727,36653
31171013,31211678,chr4,LINC02497,chr4:31171013-31211678,40665
74495816,74523454,chr18,CNDP2,chr18:74495816-74523454,27638
38366914,38385759,chr4,LINC02513,chr4:38366914-38385759,18845
30884443,30885182,chr4,MTCYBP43,chr4:30884443-30885182,739
2741648,2756342,chr4,TNIP2,chr4:2741648-2756342,14694
39385404,39387102,chr14,COILP1,chr14:39385404-39387102,1698
52051663,52204308,chr20,ZFP64,chr20:52051663-52204308,152645
22488593,22488652,chr14,TRAJ50,chr14:22488593-22488652,59
77535674,77645263,chr13,SCEL,chr13:77535674-77645263,109589
34364006,34371381,chr21,KCNE2,chr21:34364006-34371381,7375
30348399,30348606,chr21,KRTAP23-1,chr21:30348399-30348606,207
92770855,92772091,chrX,TUSC2P2,chrX:92770855-92772091,1236
48489883,48490434,chr14,RPL18P1,chr14:48489883-48490434,551
41742639,41742963,chr14,FKBP1BP1,chr14:41742639-41742963,324
105822539,105958610,chrX,NRK,chrX:105822539-105958610,136071
10521553,10606140,chr21,TPTE,chr21:10521553-10606140,84587
43457527,43492543,chr4,LINC02383,chr4:43457527-43492543,35016
69726900,69772005,chr14,SRSF5,chr14:69726900-69772005,45105
23755041,23904089,chr4,PPARGC1A,chr4:23755041-23904089,149048
115110616,115234096,chrX,LRCH2,chrX:115110616-115234096,123480
104803915,104804440,chrX,RPL18AP14,chrX:104803915-104804440,525
115424064,115425600,chrX,TUBAP6,chrX:115424064-115425600,1536
44523639,44542859,chrX,FUNDC1,chrX:44523639-44542859,19220
43176994,43226598,chrX,PINCR,chrX:43176994-43226598,49604
50202713,50351914,chrX,CCNB3,chrX:50202713-50351914,149201
63939829,63956416,chr20,UCKL1,chr20:63939829-63956416,16587
128127090,128128212,chrX,ACTRT1P1,chrX:128127090-128128212,1122
107974078,107985008,chrX,NLRP3P1,chrX:107974078-107985008,10930
102937272,102938300,chrX,RAB40AL,chrX:102937272-102938300,1028
83508290,83512127,chrX,POU3F4,chrX:83508290-83512127,3837
82497669,82497924,chrX,EIF3JP1,chrX:82497669-82497924,255
32628759,32728040,chr21,SYNJ1,chr21:32628759-32728040,99281
92515323,92515497,chrX,SNX3P1X,chrX:92515323-92515497,174
72912615,72913401,chrX,FAM236C,chrX:72912615-72913401,786
78945332,78963727,chrX,P2RY10,chrX:78945332-78963727,18395
37492472,37527931,chr20,BLCAP,chr20:37492472-37527931,35459
89290205,89291594,chr14,CAP2P1,chr14:89290205-89291594,1389
121863698,121864196,chrX,TPT1P13,chrX:121863698-121864196,498
57984686,57986133,chrX,KRT8P17,chrX:57984686-57986133,1447
46447292,46497422,chrX,KRBOX4,chrX:46447292-46497422,50130
25720516,25721056,chr4,MTCO3P44,chr4:25720516-25721056,540
49620799,49623481,chr14,MGAT2,chr14:49620799-49623481,2682
12223445,12251286,chr4,LINC02270,chr4:12223445-12251286,27841
65410592,65744121,chr14,FUT8,chr14:65410592-65744121,333529
3766348,3768526,chr4,ADRA2C,chr4:3766348-3768526,2178
1166932,1208962,chr4,SPON2,chr4:1166932-1208962,42030
70380140,70384591,chr18,LINC01910,chr18:70380140-70384591,4451
1756756,1758940,chr20,CKAP2LP1,chr20:1756756-1758940,2184
68829021,68842160,chrX,EFNB1,chrX:68829021-68842160,13139
51782331,51802521,chr20,SALL4,chr20:51782331-51802521,20190
72255679,72277248,chrX,RPS4X,chrX:72255679-72277248,21569
70412055,70412391,chr18,LARP7P3,chr18:70412055-70412391,336
63871692,63903888,chr18,SERPINB2,chr18:63871692-63903888,32196
37521206,37523690,chr20,NNAT,chr20:37521206-37523690,2484
45983365,45984364,chrX,KRT18P68,chrX:45983365-45984364,999
57766320,57767292,chrX,MDH1P1,chrX:57766320-57767292,972
70120353,70121474,chrX,MTCYBP31,chrX:70120353-70121474,1121
48676596,48691427,chrX,WAS,chrX:48676596-48691427,14831
57168753,57266641,chr20,BMP7,chr20:57168753-57266641,97888
20251905,20620561,chr4,SLIT2,chr4:20251905-20620561,368656
