chrom,source,type,start,end,score,strand,phase,ID,bound_end,bound_start,description,feature_type,region,length,segment_id,gene_symbol
chr1,Regulatory_Build,promoter,153773200,153778001,.,.,.,promoter:ENSR00000013844,153778799,153767402,Predicted promoter,Promoter,"[153773200, 153778001]",4801,chr1:153773200-153778001,SLC27A3
chr1,Regulatory_Build,promoter,153976000,153979201,.,.,.,promoter:ENSR00000013866,153979577,153974002,Predicted promoter,Promoter,"[153976000, 153979201]",3201,chr1:153976000-153979201,JTB
chr1,Regulatory_Build,promoter,154403600,154409201,.,.,.,promoter:ENSR00000373373,154434799,154397402,Predicted promoter,Promoter,"[154403600, 154409201]",5601,chr1:154403600-154409201,IL6R
chr1,Regulatory_Build,promoter,154499000,154503200,.,.,.,promoter:ENSR00000373403,154503200,154498802,Predicted promoter,Promoter,"[154499000, 154503200]",4200,chr1:154499000-154503200,TDRD10
chr1,Regulatory_Build,promoter,154866800,154870801,.,.,.,promoter:ENSR00000373528,154871799,154859402,Predicted promoter,Promoter,"[154866800, 154870801]",4001,chr1:154866800-154870801,KCNN3
chr1,Regulatory_Build,promoter,155016800,155018601,.,.,.,promoter:ENSR00000931268,155020199,154993002,Predicted promoter,Promoter,"[155016800, 155018601]",1801,chr1:155016800-155018601,DCST1
chr1,Regulatory_Build,promoter,155125400,155131601,.,.,.,promoter:ENSR00000254610,155135799,155123402,Predicted promoter,Promoter,"[155125400, 155131601]",6201,chr1:155125400-155131601,EFNA1
chr1,Regulatory_Build,promoter,155171800,155175801,.,.,.,promoter:ENSR00000014036,155179999,155171602,Predicted promoter,Promoter,"[155171800, 155175801]",4001,chr1:155171800-155175801,KRTCAP2
chr1,Regulatory_Build,promoter,155171800,155175801,.,.,.,promoter:ENSR00000014036,155179999,155171602,Predicted promoter,Promoter,"[155171800, 155175801]",4001,chr1:155171800-155175801,TRIM46
chr1,Regulatory_Build,promoter,155177800,155179001,.,.,.,promoter:ENSR00000254614,155179999,155173402,Predicted promoter,Promoter,"[155177800, 155179001]",1201,chr1:155177800-155179001,KRTCAP2
chr1,Regulatory_Build,promoter,155276800,155279401,.,.,.,promoter:ENSR00000014055,155279799,155276002,Predicted promoter,Promoter,"[155276800, 155279401]",2601,chr1:155276800-155279401,HCN3
chr1,Regulatory_Build,promoter,155307400,155311601,.,.,.,promoter:ENSR00000014061,155311999,155305002,Predicted promoter,Promoter,"[155307400, 155311601]",4201,chr1:155307400-155311601,FDPS
chr1,Regulatory_Build,promoter,155909800,155912201,.,.,.,promoter:ENSR00000014120,155912799,155909202,Predicted promoter,Promoter,"[155909800, 155912201]",2401,chr1:155909800-155912201,KRTCAP2
chr1,Regulatory_Build,promoter,155974000,155984401,.,.,.,promoter:ENSR00000373800,155985999,155964402,Predicted promoter,Promoter,"[155974000, 155984401]",10401,chr1:155974000-155984401,ARHGEF2
chr1,Regulatory_Build,promoter,156060201,156062800,.,.,.,promoter:ENSR00000014137,156062800,156060201,Predicted promoter,Promoter,"[156060201, 156062800]",2599,chr1:156060201-156062800,RAB25
chr1,Regulatory_Build,promoter,156146800,156147801,.,.,.,promoter:ENSR00000373875,156157399,156145402,Predicted promoter,Promoter,"[156146800, 156147801]",1001,chr1:156146800-156147801,SEMA4A
chr1,Regulatory_Build,promoter,156149400,156150601,.,.,.,promoter:ENSR00000373876,156157399,156145402,Predicted promoter,Promoter,"[156149400, 156150601]",1201,chr1:156149400-156150601,SEMA4A
chr1,Regulatory_Build,promoter,156154200,156155201,.,.,.,promoter:ENSR00001171911,156157399,156145402,Predicted promoter,Promoter,"[156154200, 156155201]",1001,chr1:156154200-156155201,SEMA4A
chr1,Regulatory_Build,promoter,156489000,156494401,.,.,.,promoter:ENSR00000373967,156499799,156480002,Predicted promoter,Promoter,"[156489000, 156494401]",5401,chr1:156489000-156494401,MEF2D
chr1,Regulatory_Build,promoter,156496000,156508601,.,.,.,promoter:ENSR00000014211,156512799,156480002,Predicted promoter,Promoter,"[156496000, 156508601]",12601,chr1:156496000-156508601,MEF2D
chr1,Regulatory_Build,promoter,156813200,156817801,.,.,.,promoter:ENSR00000374082,156818399,156809402,Predicted promoter,Promoter,"[156813200, 156817801]",4601,chr1:156813200-156817801,SH2D2A
chr1,Regulatory_Build,promoter,156859000,156861401,.,.,.,promoter:ENSR00000374092,156861799,156858379,Predicted promoter,Promoter,"[156859000, 156861401]",2401,chr1:156859000-156861401,INSRR
chr1,Regulatory_Build,promoter,158177200,158178401,.,.,.,promoter:ENSR00000014378,158182199,158176002,Predicted promoter,Promoter,"[158177200, 158178401]",1201,chr1:158177200-158178401,CD1D
chr1,Regulatory_Build,promoter,158180200,158183001,.,.,.,promoter:ENSR00000014379,158183199,158176802,Predicted promoter,Promoter,"[158180200, 158183001]",2801,chr1:158180200-158183001,CD1D
chr1,Regulatory_Build,promoter,159074800,159078401,.,.,.,promoter:ENSR00000374532,159079399,159073402,Predicted promoter,Promoter,"[159074800, 159078401]",3601,chr1:159074800-159078401,AIM2
chr1,Regulatory_Build,promoter,160067600,160071001,.,.,.,promoter:ENSR00000014493,160071599,160066602,Predicted promoter,Promoter,"[160067600, 160071001]",3401,chr1:160067600-160071001,KCNJ10
chr1,Regulatory_Build,promoter,160115400,160118401,.,.,.,promoter:ENSR00000374759,160119799,160112002,Predicted promoter,Promoter,"[160115400, 160118401]",3001,chr1:160115400-160118401,ATP1A2
chr1,Regulatory_Build,promoter,160340800,160344801,.,.,.,promoter:ENSR00000014535,160347999,160337602,Predicted promoter,Promoter,"[160340800, 160344801]",4001,chr1:160340800-160344801,COPA
chr1,Regulatory_Build,promoter,160519400,160523401,.,.,.,promoter:ENSR00000374860,160523799,160518002,Predicted promoter,Promoter,"[160519400, 160523401]",4001,chr1:160519400-160523401,SLAMF6
chr1,Regulatory_Build,promoter,160705200,160713401,.,.,.,promoter:ENSR00000014588,160729199,160699402,Predicted promoter,Promoter,"[160705200, 160713401]",8201,chr1:160705200-160713401,CD48
chr1,Regulatory_Build,promoter,160739000,160742801,.,.,.,promoter:ENSR00001172081,160750999,160738002,Predicted promoter,Promoter,"[160739000, 160742801]",3801,chr1:160739000-160742801,SLAMF7
chr1,Regulatory_Build,promoter,160795400,160801201,.,.,.,promoter:ENSR00000374907,160805999,160793602,Predicted promoter,Promoter,"[160795400, 160801201]",5801,chr1:160795400-160801201,LY9
chr1,Regulatory_Build,promoter,160860800,160863401,.,.,.,promoter:ENSR00000374928,160866599,160855002,Predicted promoter,Promoter,"[160860800, 160863401]",2601,chr1:160860800-160863401,CD244
chr1,Regulatory_Build,promoter,161037800,161039401,.,.,.,promoter:ENSR00000014624,161039999,161037002,Predicted promoter,Promoter,"[161037800, 161039401]",1601,chr1:161037800-161039401,TSTD1
chr1,Regulatory_Build,promoter,161066400,161070801,.,.,.,promoter:ENSR00000014627,161072799,161059402,Predicted promoter,Promoter,"[161066400, 161070801]",4401,chr1:161066400-161070801,ARHGAP30
chr1,Regulatory_Build,promoter,161087000,161089801,.,.,.,promoter:ENSR00000374992,161090799,161079602,Predicted promoter,Promoter,"[161087000, 161089801]",2801,chr1:161087000-161089801,NECTIN4
chr1,Regulatory_Build,promoter,161097600,161099400,.,.,.,promoter:ENSR00000014635,161099400,161095002,Predicted promoter,Promoter,"[161097600, 161099400]",1800,chr1:161097600-161099400,KLHDC9
chr1,Regulatory_Build,promoter,161175800,161178401,.,.,.,promoter:ENSR00000375015,161180199,161175402,Predicted promoter,Promoter,"[161175800, 161178401]",2601,chr1:161175800-161178401,B4GALT3
chr1,Regulatory_Build,promoter,161195600,161199801,.,.,.,promoter:ENSR00000375014,161202399,161180602,Predicted promoter,Promoter,"[161195600, 161199801]",4201,chr1:161195600-161199801,ADAMTS4
chr1,Regulatory_Build,promoter,161505200,161507801,.,.,.,promoter:ENSR00000375093,161514799,161497202,Predicted promoter,Promoter,"[161505200, 161507801]",2601,chr1:161505200-161507801,FCGR2A
chr1,Regulatory_Build,promoter,161749000,161751601,.,.,.,promoter:ENSR00000014740,161751799,161747402,Predicted promoter,Promoter,"[161749000, 161751601]",2601,chr1:161749000-161751601,DUSP12
chr1,Regulatory_Build,promoter,162069000,162073001,.,.,.,promoter:ENSR00000014797,162073599,162068602,Predicted promoter,Promoter,"[162069000, 162073001]",4001,chr1:162069000-162073001,NOS1AP
chr1,Regulatory_Build,promoter,162366801,162367800,.,.,.,promoter:ENSR00000375361,162367800,162366801,Predicted promoter,Promoter,"[162366801, 162367800]",999,chr1:162366801-162367800,C1orf226
chr1,Regulatory_Build,promoter,162497200,162500401,.,.,.,promoter:ENSR00000014850,162501599,162496802,Predicted promoter,Promoter,"[162497200, 162500401]",3201,chr1:162497200-162500401,UHMK1
chr1,Regulatory_Build,promoter,162560400,162565201,.,.,.,promoter:ENSR00000014861,162565999,162560202,Predicted promoter,Promoter,"[162560400, 162565201]",4801,chr1:162560400-162565201,UAP1
chr1,Regulatory_Build,promoter,162789200,162792401,.,.,.,promoter:ENSR00000014899,162792799,162788602,Predicted promoter,Promoter,"[162789200, 162792401]",3201,chr1:162789200-162792401,HSD17B7
chr1,Regulatory_Build,promoter,163199800,163203601,.,.,.,promoter:ENSR00000375557,163204599,163195002,Predicted promoter,Promoter,"[163199800, 163203601]",3801,chr1:163199800-163203601,RGS5
chr1,Regulatory_Build,promoter,163320400,163324001,.,.,.,promoter:ENSR00000014966,163324799,163320202,Predicted promoter,Promoter,"[163320400, 163324001]",3601,chr1:163320400-163324001,RGS5
chr1,Regulatory_Build,promoter,163320400,163324001,.,.,.,promoter:ENSR00000014966,163324799,163320202,Predicted promoter,Promoter,"[163320400, 163324001]",3601,chr1:163320400-163324001,NUF2
chr1,Regulatory_Build,promoter,164557800,164567201,.,.,.,promoter:ENSR00000255049,164568199,164557002,Predicted promoter,Promoter,"[164557800, 164567201]",9401,chr1:164557800-164567201,PBX1
chr1,Regulatory_Build,promoter,165443600,165445601,.,.,.,promoter:ENSR00000375940,165445799,165443402,Predicted promoter,Promoter,"[165443600, 165445601]",2001,chr1:165443600-165445601,RXRG
chr1,Regulatory_Build,promoter,165696600,165699601,.,.,.,promoter:ENSR00000015108,165699799,165694802,Predicted promoter,Promoter,"[165696600, 165699601]",3001,chr1:165696600-165699601,ALDH9A1
chr1,Regulatory_Build,promoter,165767600,165770401,.,.,.,promoter:ENSR00000015111,165771199,165765402,Predicted promoter,Promoter,"[165767600, 165770401]",2801,chr1:165767600-165770401,TMCO1
chr1,Regulatory_Build,promoter,166164800,166167801,.,.,.,promoter:ENSR00000015152,166168199,166164602,Predicted promoter,Promoter,"[166164800, 166167801]",3001,chr1:166164800-166167801,FAM78B
chr1,Regulatory_Build,promoter,166838200,166841401,.,.,.,promoter:ENSR00000015169,166842599,166837602,Predicted promoter,Promoter,"[166838200, 166841401]",3201,chr1:166838200-166841401,POGK
chr1,Regulatory_Build,promoter,166874400,166877201,.,.,.,promoter:ENSR00000015170,166877399,166873202,Predicted promoter,Promoter,"[166874400, 166877201]",2801,chr1:166874400-166877201,TADA1
chr1,Regulatory_Build,promoter,167439000,167440001,.,.,.,promoter:ENSR00000015229,167443599,167433602,Predicted promoter,Promoter,"[167439000, 167440001]",1001,chr1:167439000-167440001,CD247
chr1,Regulatory_Build,promoter,167513600,167519800,.,.,.,promoter:ENSR00000932525,167519800,167507002,Predicted promoter,Promoter,"[167513600, 167519800]",6200,chr1:167513600-167519800,CD247
chr1,Regulatory_Build,promoter,167627600,167634401,.,.,.,promoter:ENSR00000376368,167656399,167625202,Predicted promoter,Promoter,"[167627600, 167634401]",6801,chr1:167627600-167634401,RCSD1
chr1,Regulatory_Build,promoter,167720200,167724401,.,.,.,promoter:ENSR00000015283,167727799,167716602,Predicted promoter,Promoter,"[167720200, 167724401]",4201,chr1:167720200-167724401,MPZL1
chr1,Regulatory_Build,promoter,167933800,167939201,.,.,.,promoter:ENSR00000015321,167939799,167932002,Predicted promoter,Promoter,"[167933800, 167939201]",5401,chr1:167933800-167939201,DCAF6
chr1,Regulatory_Build,promoter,168224800,168229401,.,.,.,promoter:ENSR00000015342,168230599,168224402,Predicted promoter,Promoter,"[168224800, 168229401]",4601,chr1:168224800-168229401,SFT2D2
chr1,Regulatory_Build,promoter,169366400,169370201,.,.,.,promoter:ENSR00000015465,169371999,169366202,Predicted promoter,Promoter,"[169366400, 169370201]",3801,chr1:169366400-169370201,NME7
chr1,Regulatory_Build,promoter,169706600,169712401,.,.,.,promoter:ENSR00000015503,169712599,169686202,Predicted promoter,Promoter,"[169706600, 169712401]",5801,chr1:169706600-169712401,SELL
chr1,Regulatory_Build,promoter,170530600,170534401,.,.,.,promoter:ENSR00000015576,170535799,170530402,Predicted promoter,Promoter,"[170530600, 170534401]",3801,chr1:170530600-170534401,GORAB
chr1,Regulatory_Build,promoter,170661000,170669200,.,.,.,promoter:ENSR00000015595,170669200,170660884,Predicted promoter,Promoter,"[170661000, 170669200]",8200,chr1:170661000-170669200,PRRX1
chr1,Regulatory_Build,promoter,171484001,171488801,.,.,.,promoter:ENSR00000015685,171504399,171484001,Predicted promoter,Promoter,"[171484001, 171488801]",4800,chr1:171484001-171488801,PRRC2C
chr1,Regulatory_Build,promoter,171780200,171783401,.,.,.,promoter:ENSR00000015716,171785399,171780002,Predicted promoter,Promoter,"[171780200, 171783401]",3201,chr1:171780200-171783401,METTL13
chr1,Regulatory_Build,promoter,171840600,171843001,.,.,.,promoter:ENSR00000015728,171843199,171840402,Predicted promoter,Promoter,"[171840600, 171843001]",2401,chr1:171840600-171843001,DNM3
chr1,Regulatory_Build,promoter,172531200,172535801,.,.,.,promoter:ENSR00000015814,172550599,172531002,Predicted promoter,Promoter,"[172531200, 172535801]",4601,chr1:172531200-172535801,SUCO
chr1,Regulatory_Build,promoter,173714200,173717201,.,.,.,promoter:ENSR00000015988,173718199,173713802,Predicted promoter,Promoter,"[173714200, 173717201]",3001,chr1:173714200-173717201,KLHL20
chr1,Regulatory_Build,promoter,173822200,173826401,.,.,.,promoter:ENSR00000015990,173828599,173820802,Predicted promoter,Promoter,"[173822200, 173826401]",4201,chr1:173822200-173826401,CENPL
chr1,Regulatory_Build,promoter,173822200,173826401,.,.,.,promoter:ENSR00000015990,173828599,173820802,Predicted promoter,Promoter,"[173822200, 173826401]",4201,chr1:173822200-173826401,DARS2
chr1,Regulatory_Build,promoter,173863600,173871001,.,.,.,promoter:ENSR00000015994,173872999,173860790,Predicted promoter,Promoter,"[173863600, 173871001]",7401,chr1:173863600-173871001,CENPL
chr1,Regulatory_Build,promoter,174998200,175002801,.,.,.,promoter:ENSR00000016086,175005199,174996202,Predicted promoter,Promoter,"[174998200, 175002801]",4601,chr1:174998200-175002801,CACYBP
chr1,Regulatory_Build,promoter,177170400,177172001,.,.,.,promoter:ENSR00000378296,177172599,177170202,Predicted promoter,Promoter,"[177170400, 177172001]",1601,chr1:177170400-177172001,BRINP2
chr1,Regulatory_Build,promoter,178092200,178097401,.,.,.,promoter:ENSR00000016283,178102199,178091602,Predicted promoter,Promoter,"[178092200, 178097401]",5201,chr1:178092200-178097401,RASAL2
chr1,Regulatory_Build,promoter,178340200,178342201,.,.,.,promoter:ENSR00000378539,178346399,178339202,Predicted promoter,Promoter,"[178340200, 178342201]",2001,chr1:178340200-178342201,RASAL2
chr1,Regulatory_Build,promoter,179140000,179144001,.,.,.,promoter:ENSR00000016436,179147399,179137602,Predicted promoter,Promoter,"[179140000, 179144001]",4001,chr1:179140000-179144001,ABL2
chr1,Regulatory_Build,promoter,179227800,179230601,.,.,.,promoter:ENSR00000016452,179231599,179226802,Predicted promoter,Promoter,"[179227800, 179230601]",2801,chr1:179227800-179230601,ABL2
chr1,Regulatory_Build,promoter,179364801,179367001,.,.,.,promoter:ENSR00000016466,179367199,179364801,Predicted promoter,Promoter,"[179364801, 179367001]",2200,chr1:179364801-179367001,AXDND1
chr1,Regulatory_Build,promoter,179591800,179592201,.,.,.,promoter:ENSR00000378788,179592473,179591467,Predicted promoter,Promoter,"[179591800, 179592201]",401,chr1:179591800-179592201,TDRD5
chr1,Regulatory_Build,promoter,179953400,179957401,.,.,.,promoter:ENSR00000016498,179960599,179950002,Predicted promoter,Promoter,"[179953400, 179957401]",4001,chr1:179953400-179957401,CEP350
chr1,Regulatory_Build,promoter,180631400,180634801,.,.,.,promoter:ENSR00000016568,180634999,180630202,Predicted promoter,Promoter,"[180631400, 180634801]",3401,chr1:180631400-180634801,XPR1
chr1,Regulatory_Build,promoter,180911600,180914400,.,.,.,promoter:ENSR00000016585,180914400,180910802,Predicted promoter,Promoter,"[180911600, 180914400]",2800,chr1:180911600-180914400,KIAA1614
chr1,Regulatory_Build,promoter,181020400,181023801,.,.,.,promoter:ENSR00000016603,181024599,181008802,Predicted promoter,Promoter,"[181020400, 181023801]",3401,chr1:181020400-181023801,STX6
chr1,Regulatory_Build,promoter,181033000,181035601,.,.,.,promoter:ENSR00000016605,181045599,181031802,Predicted promoter,Promoter,"[181033000, 181035601]",2601,chr1:181033000-181035601,MR1
chr1,Regulatory_Build,promoter,182602000,182604801,.,.,.,promoter:ENSR00000934016,182605799,182601402,Predicted promoter,Promoter,"[182602000, 182604801]",2801,chr1:182602000-182604801,RGS16
chr1,Regulatory_Build,promoter,182671600,182672201,.,.,.,promoter:ENSR00000934024,182673199,182671002,Predicted promoter,Promoter,"[182671600, 182672201]",601,chr1:182671600-182672201,RGS8
chr1,Regulatory_Build,promoter,182788800,182792201,.,.,.,promoter:ENSR00000016758,182799199,182786402,Predicted promoter,Promoter,"[182788800, 182792201]",3401,chr1:182788800-182792201,NPL
chr1,Regulatory_Build,promoter,182838201,182842601,.,.,.,promoter:ENSR00000016761,182846399,182838201,Predicted promoter,Promoter,"[182838201, 182842601]",4400,chr1:182838201-182842601,DHX9
chr1,Regulatory_Build,promoter,183631200,183637401,.,.,.,promoter:ENSR00000016877,183638399,183624802,Predicted promoter,Promoter,"[183631200, 183637401]",6201,chr1:183631200-183637401,ARPC5
chr1,Regulatory_Build,promoter,184035600,184038001,.,.,.,promoter:ENSR00000016945,184038599,184035402,Predicted promoter,Promoter,"[184035600, 184038001]",2401,chr1:184035600-184038001,COLGALT2
chr1,Regulatory_Build,promoter,184050800,184053601,.,.,.,promoter:ENSR00000016946,184054399,184050202,Predicted promoter,Promoter,"[184050800, 184053601]",2801,chr1:184050800-184053601,COLGALT2
chr1,Regulatory_Build,promoter,184752600,184756401,.,.,.,promoter:ENSR00000017039,184756799,184742002,Predicted promoter,Promoter,"[184752600, 184756401]",3801,chr1:184752600-184756401,EDEM3
chr1,Regulatory_Build,promoter,185044401,185047801,.,.,.,promoter:ENSR00000017084,185051799,185044401,Predicted promoter,Promoter,"[185044401, 185047801]",3400,chr1:185044401-185047801,RNF2
chr1,Regulatory_Build,promoter,185312000,185319201,.,.,.,promoter:ENSR00000017107,185322599,185310402,Predicted promoter,Promoter,"[185312000, 185319201]",7201,chr1:185312000-185319201,IVNS1ABP
chr1,Regulatory_Build,promoter,185733600,185737400,.,.,.,promoter:ENSR00000017165,185737400,185733202,Predicted promoter,Promoter,"[185733600, 185737400]",3800,chr1:185733600-185737400,HMCN1
chr1,Regulatory_Build,promoter,186373200,186377401,.,.,.,promoter:ENSR00000017237,186378199,186372002,Predicted promoter,Promoter,"[186373200, 186377401]",4201,chr1:186373200-186377401,TPR
chr1,Regulatory_Build,promoter,186678001,186683001,.,.,.,promoter:ENSR00000017269,186683999,186678001,Predicted promoter,Promoter,"[186678001, 186683001]",5000,chr1:186678001-186683001,PTGS2
chr1,Regulatory_Build,promoter,192806800,192812601,.,.,.,promoter:ENSR00000017463,192815399,192805402,Predicted promoter,Promoter,"[192806800, 192812601]",5801,chr1:192806800-192812601,RGS2
chr1,Regulatory_Build,promoter,193057200,193062201,.,.,.,promoter:ENSR00000017490,193066599,193056402,Predicted promoter,Promoter,"[193057200, 193062201]",5001,chr1:193057200-193062201,UCHL5
chr1,Regulatory_Build,promoter,193120801,193125001,.,.,.,promoter:ENSR00000017499,193126999,193120801,Predicted promoter,Promoter,"[193120801, 193125001]",4200,chr1:193120801-193125001,CDC73
chr1,Regulatory_Build,promoter,193182000,193187801,.,.,.,promoter:ENSR00000017501,193188399,193181002,Predicted promoter,Promoter,"[193182000, 193187801]",5801,chr1:193182000-193187801,B3GALT2
chr1,Regulatory_Build,promoter,196606600,196609801,.,.,.,promoter:ENSR00001173587,196610199,196606402,Predicted promoter,Promoter,"[196606600, 196609801]",3201,chr1:196606600-196609801,KCNT2
chr1,Regulatory_Build,promoter,196651200,196655601,.,.,.,promoter:ENSR00000017616,196655799,196650802,Predicted promoter,Promoter,"[196651200, 196655601]",4401,chr1:196651200-196655601,CFH
chr1,Regulatory_Build,promoter,197143800,197147800,.,.,.,promoter:ENSR00000017638,197147800,197139802,Predicted promoter,Promoter,"[197143800, 197147800]",4000,chr1:197143800-197147800,ASPM
chr1,Regulatory_Build,promoter,197772600,197776401,.,.,.,promoter:ENSR00000017678,197779399,197759602,Predicted promoter,Promoter,"[197772600, 197776401]",3801,chr1:197772600-197776401,DENND1B
chr1,Regulatory_Build,promoter,197915800,197918801,.,.,.,promoter:ENSR00000382009,197920399,197915120,Predicted promoter,Promoter,"[197915800, 197918801]",3001,chr1:197915800-197918801,LHX9
chr1,Regulatory_Build,promoter,198155800,198160601,.,.,.,promoter:ENSR00000017721,198183999,198151402,Predicted promoter,Promoter,"[198155800, 198160601]",4801,chr1:198155800-198160601,NEK7
chr1,Regulatory_Build,promoter,200405000,200414000,.,.,.,promoter:ENSR00000017949,200414000,200398802,Predicted promoter,Promoter,"[200405000, 200414000]",9000,chr1:200405000-200414000,ZNF281
chr1,Regulatory_Build,promoter,200619400,200622201,.,.,.,promoter:ENSR00000017973,200623599,200618802,Predicted promoter,Promoter,"[200619400, 200622201]",2801,chr1:200619400-200622201,KIF14
chr1,Regulatory_Build,promoter,201465800,201470201,.,.,.,promoter:ENSR00000018098,201470799,201459002,Predicted promoter,Promoter,"[201465800, 201470201]",4401,chr1:201465800-201470201,PHLDA3
chr1,Regulatory_Build,promoter,201828400,201831201,.,.,.,promoter:ENSR00000018194,201834199,201827602,Predicted promoter,Promoter,"[201828400, 201831201]",2801,chr1:201828400-201831201,IPO9
chr1,Regulatory_Build,promoter,201954200,201957201,.,.,.,promoter:ENSR00000018214,201957599,201954137,Predicted promoter,Promoter,"[201954200, 201957201]",3001,chr1:201954200-201957201,TIMM17A
chr1,Regulatory_Build,promoter,202926000,202928001,.,.,.,promoter:ENSR00000018359,202928199,202922802,Predicted promoter,Promoter,"[202926000, 202928001]",2001,chr1:202926000-202928001,KLHL12
chr1,Regulatory_Build,promoter,202965200,202969401,.,.,.,promoter:ENSR00000018366,202971199,202964002,Predicted promoter,Promoter,"[202965200, 202969401]",4201,chr1:202965200-202969401,CYB5R1
chr1,Regulatory_Build,promoter,203026000,203027601,.,.,.,promoter:ENSR00000018372,203029799,203025402,Predicted promoter,Promoter,"[203026000, 203027601]",1601,chr1:203026000-203027601,PPFIA4
chr1,Regulatory_Build,promoter,203084000,203086401,.,.,.,promoter:ENSR00000383329,203086637,203081202,Predicted promoter,Promoter,"[203084000, 203086401]",2401,chr1:203084000-203086401,MYOG
chr1,Regulatory_Build,promoter,203304000,203309801,.,.,.,promoter:ENSR00000935717,203313799,203298602,Predicted promoter,Promoter,"[203304000, 203309801]",5801,chr1:203304000-203309801,BTG2
chr1,Regulatory_Build,promoter,203349800,203351801,.,.,.,promoter:ENSR00000383417,203351999,203348802,Predicted promoter,Promoter,"[203349800, 203351801]",2001,chr1:203349800-203351801,FMOD
chr1,Regulatory_Build,promoter,204684400,204686000,.,.,.,promoter:ENSR00000018674,204686000,204683202,Predicted promoter,Promoter,"[204684400, 204686000]",1600,chr1:204684400-204686000,LRRN2
chr1,Regulatory_Build,promoter,205120200,205123401,.,.,.,promoter:ENSR00000018720,205123599,205119002,Predicted promoter,Promoter,"[205120200, 205123401]",3201,chr1:205120200-205123401,RBBP5
chr1,Regulatory_Build,promoter,205317000,205322401,.,.,.,promoter:ENSR00000384014,205326199,205310002,Predicted promoter,Promoter,"[205317000, 205322401]",5401,chr1:205317000-205322401,NUAK2
chr1,Regulatory_Build,promoter,205454600,205457601,.,.,.,promoter:ENSR00000384061,205458399,205443602,Predicted promoter,Promoter,"[205454600, 205457601]",3001,chr1:205454600-205457601,LEMD1
chr1,Regulatory_Build,promoter,205746600,205751601,.,.,.,promoter:ENSR00000018833,205751737,205741602,Predicted promoter,Promoter,"[205746600, 205751601]",5001,chr1:205746600-205751601,NUCKS1
chr1,Regulatory_Build,promoter,205809800,205814801,.,.,.,promoter:ENSR00001174170,205814999,205804402,Predicted promoter,Promoter,"[205809800, 205814801]",5001,chr1:205809800-205814801,SLC41A1
chr1,Regulatory_Build,promoter,206201000,206209601,.,.,.,promoter:ENSR00000018900,206212199,206200802,Predicted promoter,Promoter,"[206201000, 206209601]",8601,chr1:206201000-206209601,SRGAP2
chr1,Regulatory_Build,promoter,206469400,206472201,.,.,.,promoter:ENSR00000018976,206474199,206463202,Predicted promoter,Promoter,"[206469400, 206472201]",2801,chr1:206469400-206472201,IKBKE
chr1,Regulatory_Build,promoter,206506400,206510601,.,.,.,promoter:ENSR00000018986,206517199,206500602,Predicted promoter,Promoter,"[206506400, 206510601]",4201,chr1:206506400-206510601,RASSF5
chr1,Regulatory_Build,promoter,206555600,206561201,.,.,.,promoter:ENSR00000018996,206583999,206550602,Predicted promoter,Promoter,"[206555600, 206561201]",5601,chr1:206555600-206561201,RASSF5
chr1,Regulatory_Build,promoter,206684200,206688401,.,.,.,promoter:ENSR00000019020,206728999,206682202,Predicted promoter,Promoter,"[206684200, 206688401]",4201,chr1:206684200-206688401,MAPKAPK2
chr1,Regulatory_Build,promoter,207027200,207033401,.,.,.,promoter:ENSR00000384534,207036399,207017602,Predicted promoter,Promoter,"[207027200, 207033401]",6201,chr1:207027200-207033401,C1orf116
chr1,Regulatory_Build,promoter,207049200,207054801,.,.,.,promoter:ENSR00000019104,207057399,207044602,Predicted promoter,Promoter,"[207049200, 207054801]",5601,chr1:207049200-207054801,YOD1
chr1,Regulatory_Build,promoter,207454000,207455801,.,.,.,promoter:ENSR00000384631,207464399,207453802,Predicted promoter,Promoter,"[207454000, 207455801]",1801,chr1:207454000-207455801,CR2
chr1,Regulatory_Build,promoter,209674400,209677201,.,.,.,promoter:ENSR00000019404,209677599,209666802,Predicted promoter,Promoter,"[209674400, 209677201]",2801,chr1:209674400-209677201,G0S2
chr1,Regulatory_Build,promoter,209755200,209759001,.,.,.,promoter:ENSR00000019416,209775599,209746202,Predicted promoter,Promoter,"[209755200, 209759001]",3801,chr1:209755200-209759001,TRAF3IP3
chr1,Regulatory_Build,promoter,209801600,209802201,.,.,.,promoter:ENSR00001174425,209808999,209800802,Predicted promoter,Promoter,"[209801600, 209802201]",601,chr1:209801600-209802201,IRF6
chr1,Regulatory_Build,promoter,209803600,209807001,.,.,.,promoter:ENSR00000385203,209809799,209800802,Predicted promoter,Promoter,"[209803600, 209807001]",3401,chr1:209803600-209807001,IRF6
chr1,Regulatory_Build,promoter,211326200,211330201,.,.,.,promoter:ENSR00000019543,211344799,211324602,Predicted promoter,Promoter,"[211326200, 211330201]",4001,chr1:211326200-211330201,TRAF5
chr1,Regulatory_Build,promoter,211575200,211580601,.,.,.,promoter:ENSR00000019571,211585199,211572602,Predicted promoter,Promoter,"[211575200, 211580601]",5401,chr1:211575200-211580601,SLC30A1
chr1,Regulatory_Build,promoter,211674200,211676601,.,.,.,promoter:ENSR00000019601,211676799,211672202,Predicted promoter,Promoter,"[211674200, 211676601]",2401,chr1:211674200-211676601,NEK2
